2025-07-03 02:09:50.087
SEM_-_BI_CTCFKO_hg38.bam
Chromosome_ID	Chromosome_Size	Aligned_Reads	Unaligned_Reads
chr8_KI270926v1_alt	229282	1708.0	0.0
chr11_KI270927v1_alt	218612	769.0	0.0
chr19_GL949748v2_alt	1064304	602.0	0.0
chr22_KI270928v1_alt	176103	841.0	0.0
chr19_KI270929v1_alt	186203	114.0	0.0
chr19_KI270930v1_alt	200773	77.0	0.0
chr19_KI270931v1_alt	170148	68.0	0.0
chr19_KI270932v1_alt	215732	84.0	0.0
chr19_KI270933v1_alt	170537	75.0	0.0
chr19_GL000209v2_alt	177381	116.0	0.0
chr3_KI270934v1_alt	163458	451.0	0.0
chr6_GL000253v2_alt	4677643	11040.0	0.0
chr19_GL949749v2_alt	1091841	640.0	0.0
chr3_KI270935v1_alt	197351	578.0	0.0
chr6_GL000254v2_alt	4827813	10118.0	0.0
chr19_GL949750v2_alt	1066390	632.0	0.0
chr3_KI270936v1_alt	164170	451.0	0.0
chr6_GL000255v2_alt	4606388	12021.0	0.0
chr19_GL949751v2_alt	1002683	632.0	0.0
chr3_KI270937v1_alt	165607	462.0	0.0
chr6_GL000256v2_alt	4929269	11440.0	0.0
chr19_GL949752v1_alt	987100	2332.0	0.0
chr6_KI270758v1_alt	76752	236.0	0.0
chr19_GL949753v2_alt	796479	1299.0	0.0
chr19_KI270938v1_alt	1066800	2541.0	0.0
chrM	16569	175306.0	0.0
chrUn_KI270302v1	2274	22.0	0.0
chrUn_KI270304v1	2165	93.0	0.0
chrUn_KI270303v1	1942	62.0	0.0
chrUn_KI270305v1	1472	17.0	0.0
chrUn_KI270322v1	21476	82.0	0.0
chrUn_KI270320v1	4416	77.0	0.0
chrUn_KI270310v1	1201	55.0	0.0
chrUn_KI270316v1	1444	13.0	0.0
chrUn_KI270315v1	2276	39.0	0.0
chrUn_KI270312v1	998	9.0	0.0
chrUn_KI270311v1	12399	85.0	0.0
chrUn_KI270317v1	37690	63.0	0.0
chrUn_KI270412v1	1179	31.0	0.0
chrUn_KI270411v1	2646	82.0	0.0
chrUn_KI270414v1	2489	42.0	0.0
chrUn_KI270419v1	1029	12.0	0.0
chrUn_KI270418v1	2145	24.0	0.0
chrUn_KI270420v1	2321	23.0	0.0
chrUn_KI270424v1	2140	25.0	0.0
chrUn_KI270417v1	2043	31.0	0.0
chrUn_KI270422v1	1445	25.0	0.0
chrUn_KI270423v1	981	12.0	0.0
chrUn_KI270425v1	1884	13.0	0.0
chrUn_KI270429v1	1361	23.0	0.0
chrUn_KI270442v1	392061	13870.0	0.0
chrUn_KI270466v1	1233	2423.0	0.0
chrUn_KI270465v1	1774	28.0	0.0
chrUn_KI270467v1	3920	9293.0	0.0
chrUn_KI270435v1	92983	1965.0	0.0
chrUn_KI270438v1	112505	37564.0	0.0
chrUn_KI270468v1	4055	100.0	0.0
chrUn_KI270510v1	2415	97.0	0.0
chrUn_KI270509v1	2318	126.0	0.0
chrUn_KI270518v1	2186	131.0	0.0
chrUn_KI270508v1	1951	46.0	0.0
chrUn_KI270516v1	1300	73.0	0.0
chrUn_KI270512v1	22689	424.0	0.0
chrUn_KI270519v1	138126	3421.0	0.0
chrUn_KI270522v1	5674	128.0	0.0
chrUn_KI270511v1	8127	158.0	0.0
chrUn_KI270515v1	6361	278.0	0.0
chrUn_KI270507v1	5353	184.0	0.0
chrUn_KI270517v1	3253	189.0	0.0
chrUn_KI270529v1	1899	14.0	0.0
chrUn_KI270528v1	2983	34.0	0.0
chrUn_KI270530v1	2168	24.0	0.0
chrUn_KI270539v1	993	1.0	0.0
chrUn_KI270538v1	91309	1313.0	0.0
chrUn_KI270544v1	1202	36.0	0.0
chrUn_KI270548v1	1599	10.0	0.0
chrUn_KI270583v1	1400	82.0	0.0
chrUn_KI270587v1	2969	97.0	0.0
chrUn_KI270580v1	1553	69.0	0.0
chrUn_KI270581v1	7046	127.0	0.0
chrUn_KI270579v1	31033	461.0	0.0
chrUn_KI270589v1	44474	856.0	0.0
chrUn_KI270590v1	4685	285.0	0.0
chrUn_KI270584v1	4513	199.0	0.0
chrUn_KI270582v1	6504	110.0	0.0
chrUn_KI270588v1	6158	209.0	0.0
chrUn_KI270593v1	3041	129.0	0.0
chrUn_KI270591v1	5796	373.0	0.0
chrUn_KI270330v1	1652	266.0	0.0
chrUn_KI270329v1	1040	7.0	0.0
chrUn_KI270334v1	1368	6.0	0.0
chrUn_KI270333v1	2699	2134.0	0.0
chrUn_KI270335v1	1048	4.0	0.0
chrUn_KI270338v1	1428	8.0	0.0
chrUn_KI270340v1	1428	9.0	0.0
chrUn_KI270336v1	1026	553.0	0.0
chrUn_KI270337v1	1121	1341.0	0.0
chrUn_KI270363v1	1803	36.0	0.0
chrUn_KI270364v1	2855	15.0	0.0
chrUn_KI270362v1	3530	44.0	0.0
chrUn_KI270366v1	8320	121.0	0.0
chrUn_KI270378v1	1048	17.0	0.0
chrUn_KI270379v1	1045	12.0	0.0
chrUn_KI270389v1	1298	20.0	0.0
chrUn_KI270390v1	2387	51.0	0.0
chrUn_KI270387v1	1537	16.0	0.0
chrUn_KI270395v1	1143	13.0	0.0
chrUn_KI270396v1	1880	27.0	0.0
chrUn_KI270388v1	1216	38.0	0.0
chrUn_KI270394v1	970	10.0	0.0
chrUn_KI270386v1	1788	22.0	0.0
chrUn_KI270391v1	1484	35.0	0.0
chrUn_KI270383v1	1750	25.0	0.0
chrUn_KI270393v1	1308	19.0	0.0
chrUn_KI270384v1	1658	21.0	0.0
chrUn_KI270392v1	971	13.0	0.0
chrUn_KI270381v1	1930	12.0	0.0
chrUn_KI270385v1	990	13.0	0.0
chrUn_KI270382v1	4215	81.0	0.0
chrUn_KI270376v1	1136	8.0	0.0
chrUn_KI270374v1	2656	13.0	0.0
chrUn_KI270372v1	1650	7.0	0.0
chrUn_KI270373v1	1451	11.0	0.0
chrUn_KI270375v1	2378	12.0	0.0
chrUn_KI270371v1	2805	18.0	0.0
chrUn_KI270448v1	7992	225.0	0.0
chrUn_KI270521v1	7642	92.0	0.0
chrUn_GL000195v1	182896	4178.0	0.0
chrUn_GL000219v1	179198	4266.0	0.0
chrUn_GL000220v1	161802	12973.0	0.0
chrUn_GL000224v1	179693	5888.0	0.0
chrUn_KI270741v1	157432	1240.0	0.0
chrUn_GL000226v1	15008	281.0	0.0
chrUn_GL000213v1	164239	1190.0	0.0
chrUn_KI270743v1	210658	3833.0	0.0
chrUn_KI270744v1	168472	6821.0	0.0
chrUn_KI270745v1	41891	409.0	0.0
chrUn_KI270746v1	66486	1765.0	0.0
chrUn_KI270747v1	198735	2910.0	0.0
chrUn_KI270748v1	93321	1195.0	0.0
chrUn_KI270749v1	158759	2121.0	0.0
chrUn_KI270750v1	148850	3101.0	0.0
chrUn_KI270751v1	150742	4871.0	0.0
chrUn_KI270752v1	27745	4.0	0.0
chrUn_KI270753v1	62944	706.0	0.0
chrUn_KI270754v1	40191	722.0	0.0
chrUn_KI270755v1	36723	110.0	0.0
chrUn_KI270756v1	79590	1612.0	0.0
chrUn_KI270757v1	71251	1897.0	0.0
chrUn_GL000214v1	137718	5713.0	0.0
chrUn_KI270742v1	186739	4431.0	0.0
chrUn_GL000216v2	176608	9482.0	0.0
chrUn_GL000218v1	161147	3410.0	0.0
chrX	156040895	1852928.0	0.0
chrY	57227415	82708.0	0.0
chrY_KI270740v1_random	37240	6.0	0.0
Total Genome Size: 3.209286105E9	Total Aligned Tags: 4.4389334E7

bwa	0.7.17-r1188
bwa mem -t 8 -v 1 /storage/group/bfp2/default/00_pughlab/tool_data/hg38/bwa_mem_index/hg38/hg38.fa /storage/group/bfp2/default/00_pughlab/pulsar/files/staging/1288804/inputs/801-41860_L1_R1.fastq.gz /storage/group/bfp2/default/00_pughlab/pulsar/files/staging/1288804/inputs/801-41860_L1_R2.fastq.gz
MarkDuplicates	2.18.2-SNAPSHOT
MarkDuplicates TAGGING_POLICY=All INPUT=[Map_with_BWA-MEM_on_data_4_and_data_3__mapped_reads_in_BAM_format_] OUTPUT=/storage/group/bfp2/default/00_pughlab/pulsar/files/staging/1288808/outputs/dataset_70b9a3b4-a886-487c-bd6b-2ad282f8f072.dat METRICS_FILE=/storage/group/bfp2/default/00_pughlab/pulsar/files/staging/1288808/outputs/dataset_110dca97-891b-484b-b642-722d98a870e3.dat REMOVE_DUPLICATES=false ASSUME_SORTED=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES READ_NAME_REGEX=[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*. OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=ERROR QUIET=true VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false CLEAR_DT=true ADD_PG_TAG_TO_READS=true PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false

