	Sum
M-chr1_27044689_27044723	9465.097079267174
M-chr8_96180277_96180311	8222.205543605827
M-chr5_142655840_142655874	11855.273109385149
M-chr6_83065876_83065910	12715.736480227615
M-chr17_30093684_30093718	8126.598502401112
M-chr19_51422076_51422110	9751.918202881337
M-chr20_43749903_43749937	11759.666068180431
M-chr1_109984567_109984601	9273.882996857737
M-chr2_221573687_221573721	7839.777378786951
M-chr17_31842720_31842754	5545.208389873695
M-chr2_102840089_102840123	5927.636554692573
M-chr11_70467654_70467688	7457.349213968074
M-chr6_132530554_132530588	6692.492884330322
M-chr6_85323609_85323643	5927.63655469257
M-chr1_26321716_26321750	4684.745019031227
M-chr7_73725904_73725938	9656.311161676613
M-chr15_46312301_46312335	4971.5661426453835
M-chr19_45479138_45479172	8509.026667219987
M-chr5_150458990_150459024	18547.765993715464
M-chr20_47384209_47384243	14054.235057093696
M-chr19_44770840_44770874	5353.994307464261
M-chr11_61899277_61899311	18356.55191130604
M-chr8_142634834_142634868	10899.202697337963
M-chr6_41369061_41369095	19408.229364557945
M-chr19_15177631_15177665	11281.630862156835
M-chr8_86619161_86619195	7744.1703375822335
M-chr16_2023262_2023296	8987.06187324358
M-chr11_76207730_76207764	9560.704120471892
M-chr8_9065878_9065912	14627.877304321999
M-chr9_19457599_19457633	6979.314007944481
M-chr12_110431529_110431563	7457.3492139680775
M-chr6_3742541_3742575	7266.135131558637
M-chr11_68297902_68297936	5545.208389873696
M-chr17_82351977_82352011	7744.170337582235
M-chr6_110039599_110039633	5449.601348668976
M-chr19_45643282_45643316	12333.308315408747
M-chr2_130797591_130797625	6214.457678306729
M-chr21_38219208_38219242	6118.850637102011
M-chr22_49929680_49929714	9273.882996857737
M-chr8_127734090_127734124	7935.384419991672
M-chr5_139787606_139787640	10421.16749131436
M-chr15_69394778_69394812	8891.454832038864
M-chr16_50665547_50665581	7935.384419991671
M-chr8_61023676_61023710	9560.704120471897
M-chr11_61187719_61187753	5736.422472283135
M-chr2_120680451_120680485	4684.745019031226
M-chr11_17384072_17384106	5927.636554692572
M-chr5_173332182_173332216	6118.850637102011
M-chr7_134606501_134606535	5353.994307464257
M-chr7_137656425_137656459	5545.208389873696
M-chr2_13007089_13007123	5927.636554692573
M-chr14_90235519_90235553	6788.099925535042
M-chr2_174341662_174341696	6118.850637102012
M-chr17_48618741_48618775	7839.777378786951
M-chr5_55146746_55146780	9273.882996857736
M-chr1_230642340_230642374	10994.809738542679
M-chr10_77711592_77711626	10516.774532519079
M-chr2_237072519_237072553	11950.880150589865
M-chr1_30779762_30779796	12811.343521432342
M-chr11_33808395_33808429	9178.275955653018
M-chr12_14167214_14167248	5545.208389873698
M-chr15_45458935_45458969	9943.132285290772
M-chr16_24042194_24042228	6692.492884330323
M-chr22_26645457_26645491	8700.24074962942
M-chr5_141960894_141960928	8126.598502401108
M-chr8_43093425_43093459	13767.41393347953
M-chr6_85483263_85483297	11090.416779747395
M-chr7_148966945_148966979	9082.668914448299
M-chr9_11335_11369	11281.630862156837
M-chr7_101283157_101283191	7935.384419991672
M-chr14_106153545_106153579	9465.097079267176
M-chr1_176897945_176897979	8987.061873243583
M-chr20_23996328_23996362	5353.994307464257
M-chr15_89740212_89740246	10134.346367700207
M-chr1_207077976_207078010	4493.530936621788
M-chr1_149793050_149793084	9560.704120471893
M-chr20_40968884_40968918	9273.882996857736
M-chrX_74550463_74550497	10229.95340890493
M-chr17_8383313_8383347	16635.62516962109
M-chr11_32374379_32374413	6501.278801920886
M-chr2_177724850_177724884	5927.636554692575
M-chr22_23849701_23849735	6214.457678306732
M-chr5_59810118_59810152	5927.636554692575
M-chr10_89260510_89260544	8795.847790834143
M-chr16_23596396_23596430	8604.6337084247
M-chr6_53172060_53172094	10229.953408904927
M-chr4_41661639_41661673	5258.3872662595395
M-chr2_85420806_85420840	16731.23221082581
M-chr14_54175511_54175545	5162.780225054822
M-chr1_65687853_65687887	6310.064719511447
M-chr10_5630003_5630037	6979.314007944486
M-chr3_56494898_56494932	6788.099925535043
M-chr4_93791761_93791795	5545.2083898736955
M-chr8_9829606_9829640	5736.422472283135
M-chr7_101192666_101192700	9178.275955653018
M-chrX_72126746_72126780	7744.170337582233
M-chr12_3275617_3275651	7170.528090353921
M-chr12_111313941_111313975	10038.739326495484
M-chr14_95561061_95561095	6788.09992553504
M-chr8_26670683_26670717	10038.739326495486
M-chr1_212456051_212456085	13671.80689227481
M-chr1_31422907_31422941	8795.847790834147
M-chr6_42899055_42899089	5449.60134866898
M-chrX_100685845_100685879	7361.742172763358
M-chr1_204162649_204162683	9847.525244086048
M-chr19_3305082_3305116	8604.633708424704
M-chr3_194333909_194333943	6118.850637102009
M-chr20_49334055_49334089	17974.123746487163
M-chr5_132063602_132063636	15392.733633959753
M-chr7_129825910_129825944	11759.666068180431
M-chr20_36202991_36203025	11950.880150589865
M-chr1_209627822_209627856	7170.528090353918
M-chr17_45219055_45219089	6405.671760716167
M-chr19_35044513_35044547	15297.126592755036
M-chr2_235766369_235766403	5545.208389873699
M-chr1_23868433_23868467	11950.88015058987
M-chr1_32520578_32520612	11568.451985770995
M-chr5_160439286_160439320	9082.668914448299
M-chr1_145721321_145721355	7839.7773787869555
M-chr16_66315403_66315437	7839.777378786949
M-chr2_219298864_219298898	19599.44344696738
M-chr11_118053572_118053606	6118.850637102012
M-chr5_140157298_140157332	6596.885843125606
M-chr6_161374041_161374075	5832.0295134878525
M-chr11_57457482_57457516	9178.275955653016
M-chr13_106918210_106918244	6214.45767830673
M-chr12_42024378_42024412	9656.311161676613
M-chr3_58568735_58568769	8795.847790834141
M-chr1_205977588_205977622	7744.1703375822335
M-chr14_81464679_81464713	6788.099925535042
M-chr19_13862420_13862454	19217.015282148514
M-chr2_230987391_230987425	7648.563296377513
M-chr16_10256961_10256995	15966.375881188065
M-chr4_165131413_165131447	5258.3872662595395
M-chr9_9942977_9943011	5258.3872662595395
M-chr10_28394140_28394174	6501.278801920886
M-chr6_134882630_134882664	6214.45767830673
M-chr12_49967588_49967622	7744.170337582234
M-chr20_16804111_16804145	7074.921049149198
M-chr1_222455300_222455334	6883.706966739761
M-chr15_40679219_40679253	5067.173183850101
M-chr15_73973088_73973122	5832.0295134878525
M-chr5_112160728_112160762	10134.346367700211
M-chr17_76523248_76523282	16826.83925203053
M-chr8_12840836_12840870	7839.777378786951
M-chr12_48988246_48988280	8317.812584810548
M-chr4_81351835_81351869	6692.492884330326
M-chr17_77331563_77331597	9369.490038062453
M-chr2_219277828_219277862	15105.912510345592
M-chr19_9934248_9934282	9082.668914448299
M-chr2_74715163_74715197	8317.812584810546
M-chr5_168679613_168679647	8126.598502401109
M-chr11_16606375_16606409	5545.208389873697
M-chr12_1652981_1653015	6023.243595897292
M-chr7_63015820_63015854	6310.064719511453
M-chr11_57249900_57249934	6214.45767830673
M-chr17_76506532_76506566	6405.671760716167
M-chr11_75280313_75280347	8317.812584810548
M-chr10_63720162_63720196	9273.88299685774
M-chr16_84511510_84511544	6596.885843125606
M-chr17_35119893_35119927	11090.416779747395
M-chr18_54392718_54392752	5640.8154310784175
M-chr5_157149025_157149059	9082.668914448297
M-chr14_69727126_69727160	8413.419626015268
M-chr9_133486471_133486505	7361.742172763362
M-chr1_167066778_167066812	9943.132285290769
M-chr11_46347333_46347367	9847.52524408605
M-chr12_52025808_52025842	8317.812584810543
M-chr10_25875732_25875766	6501.278801920886
M-chr12_45990732_45990766	6501.2788019208865
M-chr6_166275817_166275851	6501.278801920884
M-chrX_11758476_11758510	6501.2788019208865
M-chr8_40199813_40199847	5258.3872662595395
M-chr20_54647010_54647044	5927.636554692572
M-chr6_111997316_111997350	5832.0295134878525
M-chr2_31333756_31333790	9273.882996857734
M-chr5_170633181_170633215	14723.484345526715
M-chr11_119481515_119481549	9273.882996857734
M-chr2_99559238_99559272	9943.132285290769
M-chr7_25566033_25566067	5258.3872662595395
M-chr17_41648060_41648094	12524.522397818178
M-chr17_7280702_7280736	9465.097079267176
M-chr19_45248830_45248864	11568.451985770995
M-chr1_28785249_28785283	4971.5661426453835
M-chr10_26861269_26861303	6214.457678306728
M-chr2_101342344_101342378	6501.278801920887
M-chr6_13575390_13575424	8126.598502401105
M-chr8_27597318_27597352	9751.918202881332
M-chr6_89433062_89433096	8700.240749629422
M-chr15_83438848_83438882	7457.349213968075
M-chr19_16041678_16041712	7839.777378786953
M-chr21_45555058_45555092	11664.059026975707
M-chr16_50806375_50806409	5640.815431078413
M-chr5_95847171_95847205	5162.780225054819
M-chr9_100438042_100438076	5449.601348668978
M-chr2_113604136_113604170	11472.844944566272
M-chr1_26105113_26105147	4684.745019031226
M-chr1_59759631_59759665	4589.137977826507
M-chr17_48025230_48025264	8126.598502401106
M-chr12_110888184_110888218	21798.405394675916
M-chr11_17599109_17599143	10325.560450109646
M-chr11_66282638_66282672	10229.953408904928
M-chr4_141307318_141307352	5736.422472283134
M-chr9_75265639_75265673	5545.208389873697
M-chrX_41253865_41253899	5832.029513487857
M-chr1_226125321_226125355	8317.812584810545
M-chr11_46239295_46239329	8222.205543605825
M-chr5_163564480_163564514	4780.352060235943
M-chr21_38734050_38734084	9465.097079267176
M-chr1_161227515_161227549	8891.454832038859
M-chr18_35231130_35231164	8509.026667219981
M-chr4_87679601_87679635	6214.45767830673
M-chr1_53393489_53393523	9751.91820288133
M-chr15_40894251_40894285	11664.059026975716
M-chr18_35756672_35756706	5545.208389873697
M-chr19_10572503_10572537	14627.877304321997
M-chr10_97073008_97073042	8030.991461196388
M-chr15_98421782_98421816	10899.202697337962
M-chr14_80987608_80987642	9465.09707926717
M-chr2_48106706_48106740	5353.994307464261
M-chr1_16187921_16187955	10421.167491314362
M-chr1_115112971_115113005	6883.706966739764
M-chr8_2238433_2238467	5832.029513487853
M-chr19_48584452_48584486	6979.314007944478
M-chr7_98841933_98841967	8795.847790834145
M-chr19_47284466_47284500	10994.809738542677
M-chr5_50963089_50963123	11472.844944566272
M-chr8_56448071_56448105	6214.45767830673
M-chr10_71896558_71896592	8604.633708424706
M-chr6_146857603_146857637	10038.73932649549
M-chr14_104650484_104650518	17496.088540463566
M-chr11_59754110_59754144	7648.563296377513
M-chr11_64847264_64847298	19025.801199739064
M-chr19_13093954_13093988	12142.094232999303
M-chr8_140467345_140467379	9178.275955653016
M-chr8_18912362_18912396	6405.671760716167
M-chr1_3491373_3491407	10134.346367700206
M-chr19_33235406_33235440	14149.8420982984
M-chr14_22387570_22387604	6596.885843125602
M-chr15_35751775_35751809	4971.5661426453835
M-chr1_237864418_237864452	11281.630862156835
M-chr1_157156187_157156221	14054.235057093685
M-chrX_16695266_16695300	7361.742172763358
M-chr17_73370058_73370092	7839.777378786952
M-chr5_150218322_150218356	7648.563296377513
M-chr6_1397162_1397196	5640.815431078418
M-chr7_151303611_151303645	5736.422472283134
M-chr1_155091595_155091629	10038.739326495486
M-chr15_93087999_93088033	9178.275955653018
M-chr1_175152185_175152219	8222.205543605827
M-chr1_15128679_15128713	5545.208389873695
M-chr16_48165044_48165078	8317.812584810546
M-chr17_33751304_33751338	7074.9210491492
M-chr6_165850620_165850654	7361.742172763357
M-chr5_177114036_177114070	14627.877304321999
M-chr6_68968239_68968273	8413.419626015264
M-chr17_68172571_68172605	15297.126592755027
M-chr3_58630296_58630330	13289.37872745593
M-chr19_17855746_17855780	10612.381573723802
M-chr17_74203533_74203567	9369.490038062457
M-chr5_178730815_178730849	8317.812584810548
M-chr14_23929942_23929976	12620.129439022896
M-chr11_18106145_18106179	10899.202697337958
M-chr20_33292023_33292057	11664.059026975712
M-chr7_98021678_98021712	9560.704120471897
M-chr17_17641987_17642021	10803.595656133235
M-chr17_64307050_64307084	5449.60134866898
M-chr11_126440986_126441020	9465.09707926718
M-chr17_43678073_43678107	10707.98861492852
M-chr3_12892154_12892188	6118.85063710201
M-chr3_39292022_39292056	7170.528090353919
M-chr19_41951813_41951847	11855.273109385147
M-chr8_37700456_37700490	10229.953408904928
M-chr1_39973682_39973716	7839.777378786953
M-chr1_3619182_3619216	7552.956255172793
M-chr11_130894590_130894624	6023.243595897294
M-chr11_20648145_20648179	6979.31400794448
M-chr12_117367187_117367221	6310.064719511448
M-chr16_22001137_22001171	6788.099925535044
M-chr19_5690188_5690222	11855.273109385145
M-chr15_79184557_79184591	8509.026667219989
M-chr1_156090862_156090896	11281.63086215684
M-chr11_64888053_64888087	13767.41393347953
M-chr1_112716425_112716459	9847.525244086044
M-chr8_28622368_28622402	14245.449139503118
M-chr12_120647087_120647121	7266.135131558637
M-chr8_80992112_80992146	7361.7421727633555
M-chr1_109640383_109640417	6405.671760716166
M-chr2_215270012_215270046	5162.780225054822
M-chr7_100725452_100725486	6883.706966739761
M-chr8_113437868_113437902	11090.416779747398
M-chr2_171574238_171574272	5353.994307464258
M-chr21_34362001_34362035	7839.77737878695
M-chr5_90783895_90783929	5353.994307464259
M-chr20_39050222_39050256	11186.023820952114
M-chr10_21495829_21495863	8413.419626015264
M-chr11_19259903_19259937	6596.885843125607
M-chr12_110894528_110894562	5927.636554692573
M-chr17_41738145_41738179	9465.09707926718
M-chr18_55415440_55415474	5927.636554692573
M-chr19_40598763_40598797	11855.273109385147
M-chr20_53915925_53915959	11759.666068180428
M-chr1_31549049_31549083	6405.671760716166
M-chr6_73675638_73675672	6310.064719511449
M-chr10_113563632_113563666	10229.953408904925
M-chr3_181700627_181700661	7361.742172763358
M-chr13_32586337_32586371	13480.592809865362
M-chr7_155598898_155598932	7648.563296377513
M-chr9_83334403_83334437	10994.809738542675
M-chr10_73849184_73849218	11281.630862156831
M-chr10_72048685_72048719	8700.240749629422
M-chr10_128011505_128011539	9560.704120471893
M-chr10_70815817_70815851	8222.205543605827
M-chr3_45037899_45037933	8413.419626015264
M-chr10_91298404_91298438	10134.34636770021
M-chr6_43769611_43769645	13671.806892274803
M-chr12_49234582_49234616	17304.874458054128
M-chr1_152461755_152461789	4875.959101440663
M-chr1_43529276_43529310	9178.275955653016
M-chr2_133780286_133780320	4493.530936621788
M-chr8_28594143_28594177	10516.774532519083
M-chr1_16440596_16440630	10803.595656133239
M-chr17_40358637_40358671	11186.023820952114
M-chr3_42247650_42247684	5736.422472283133
M-chr2_27703914_27703948	7170.528090353918
M-chr22_25048881_25048915	7170.528090353921
M-chr17_2055001_2055035	6979.314007944486
M-chr22_33000870_33000904	7266.135131558639
M-chr16_21554998_21555032	20746.727941424004
M-chr2_217789356_217789390	7361.742172763357
M-chr10_117496688_117496722	7839.777378786951
M-chr12_53421747_53421781	8030.991461196389
M-chr19_16182896_16182930	8891.45483203886
M-chr15_92809243_92809277	9369.490038062455
M-chr10_119686630_119686664	9751.918202881334
M-chr1_23772287_23772321	10516.77453251908
M-chr17_68436566_68436600	10994.809738542679
M-chr1_12118781_12118815	8126.598502401111
M-chr1_178532465_178532499	6596.885843125605
M-chr11_8225732_8225766	8222.205543605827
M-chr12_31636822_31636856	6023.243595897292
M-chr14_55051561_55051595	13767.413933479525
M-chr15_78618559_78618593	6596.885843125606
M-chr15_88274720_88274754	5927.636554692574
M-chr16_30032404_30032438	9082.668914448299
M-chr16_74709579_74709613	12524.522397818177
M-chr19_7341261_7341295	7170.528090353916
M-chr2_27086604_27086638	12046.487191794584
M-chr2_46461555_46461589	8987.061873243576
M-chr4_82462558_82462592	7648.563296377514
M-chr6_26595939_26595973	6883.706966739763
M-chr6_41735608_41735642	17496.088540463566
M-chr7_99991046_99991080	8030.9914611963895
M-chr8_2024206_2024240	6979.314007944481
M-chrX_40544050_40544084	5449.60134866898
M-chr1_225475124_225475158	15105.912510345597
M-chr12_53159532_53159566	13767.413933479522
M-chr22_44736017_44736051	11664.059026975712
M-chr19_1194668_1194702	10038.73932649549
M-chr8_29340349_29340383	9943.132285290767
M-chr14_105945133_105945167	9082.668914448295
M-chr17_43394105_43394139	8222.205543605829
M-chr16_87909530_87909564	14532.270263117276
M-chr21_42309827_42309861	8509.026667219987
M-chr22_39534933_39534967	7170.528090353919
M-chr2_128736756_128736790	7552.956255172797
M-chr1_156910394_156910428	6979.314007944482
M-chr5_150561089_150561123	6405.67176071617
M-chr2_218068962_218068996	16061.982922392775
M-chr20_1965806_1965840	7935.384419991671
M-chr16_21708697_21708731	4875.959101440663
M-chr7_138002468_138002502	17878.516705282436
M-chr1_231211492_231211526	8891.454832038859
M-chr7_74206730_74206764	9178.275955653018
M-chr1_95043591_95043625	9369.490038062459
M-chr6_150080805_150080839	8795.84779083414
M-chr19_1240447_1240481	8317.812584810545
M-chr3_52447196_52447230	18643.373034920194
M-chr14_64636864_64636898	7074.921049149202
M-chr16_10903_10937	8987.061873243581
M-chr19_34973313_34973347	10994.809738542677
M-chr11_64251409_64251443	20459.90681780985
M-chr2_25362086_25362120	9847.525244086053
M-chr9_129642215_129642249	8222.205543605827
M-chr20_41340164_41340198	10229.953408904927
M-chr7_128135821_128135855	13193.771686251212
M-chr19_55301967_55302001	7361.742172763357
M-chr2_43612625_43612659	6979.314007944483
M-chr19_12847753_12847787	17782.909664077717
M-chr18_3594416_3594450	16922.446293235244
M-chr19_7680742_7680776	7935.384419991668
M-chr1_167803511_167803545	5545.208389873697
M-chr12_118378059_118378093	5640.815431078414
M-chr1_24150621_24150655	9178.275955653018
M-chr10_97210668_97210702	9369.490038062455
M-chr2_199739993_199740027	9465.097079267174
M-chr5_76774743_76774777	8509.026667219985
M-chr3_13092310_13092344	11759.666068180431
M-chr15_64728374_64728408	8700.240749629425
M-chr2_10072731_10072765	9656.31116167661
M-chr5_180090622_180090656	10899.202697337965
M-chr19_47391608_47391642	8891.454832038859
M-chr15_88246985_88247019	9369.490038062457
M-chr6_160520011_160520045	9465.097079267174
M-chr13_59391787_59391821	6501.278801920885
M-chr6_16332279_16332313	6596.885843125608
M-chr16_85616118_85616152	12237.701274204028
M-chr1_40338878_40338912	8317.812584810546
M-chr11_117807642_117807676	7074.921049149201
M-chr19_45485902_45485936	14054.235057093685
M-chr16_81035724_81035758	10516.774532519083
M-chr17_73255837_73255871	7839.777378786949
M-chr20_4592743_4592777	5736.422472283136
M-chr10_77174039_77174073	7935.384419991671
M-chr17_55514188_55514222	7744.1703375822335
M-chr1_157090289_157090323	10134.346367700206
M-chr1_17237219_17237253	5545.208389873697
M-chr1_214261666_214261700	6788.099925535041
M-chr10_72364433_72364467	5162.78022505482
M-chr16_27109823_27109857	10229.953408904925
M-chr17_4413369_4413403	7074.921049149203
M-chr19_45338828_45338862	5162.78022505482
M-chr2_26577994_26578028	7074.921049149203
M-chr3_8417566_8417600	5545.208389873695
M-chr8_66439066_66439100	10421.167491314363
M-chr9_96218326_96218360	13193.771686251212
M-chrX_118254795_118254829	5545.208389873697
M-chr17_50087624_50087658	11472.844944566268
M-chr5_172697681_172697715	8413.419626015266
M-chr5_69093791_69093825	6692.492884330325
M-chr6_2932352_2932386	6788.099925535043
M-chr12_47779474_47779508	11281.630862156833
M-chr20_33299295_33299329	11759.666068180431
M-chr1_150979668_150979702	21320.370188652323
M-chr17_10327732_10327766	6310.064719511451
M-chr11_43283115_43283149	7552.956255172795
M-chr6_107848399_107848433	7266.13513155864
M-chr7_111735861_111735895	8509.026667219983
M-chr12_6278875_6278909	10134.346367700206
M-chr2_121077117_121077151	13767.413933479527
M-chr3_64030819_64030853	6023.243595897295
M-chr19_13278130_13278164	9943.13228529077
M-chr1_143885106_143885140	9465.097079267172
M-chr1_121097685_121097719	12524.522397818182
M-chr4_6327448_6327482	14245.44913950312
M-chr17_81484465_81484499	10707.988614928521
M-chr19_13194665_13194699	8700.240749629425
M-chr2_44981763_44981797	5353.994307464259
M-chr3_195106587_195106621	10134.346367700211
M-chr6_42166621_42166655	14819.091386731432
M-chr20_49609098_49609132	13767.413933479527
M-chr20_20825155_20825189	7744.170337582232
M-chr6_42044387_42044421	7074.9210491491995
M-chr3_56989072_56989106	6214.457678306729
M-chr10_103752872_103752906	5640.815431078414
M-chr18_13813430_13813464	4875.959101440663
M-chr1_152654181_152654215	8604.633708424702
M-chr4_3942606_3942640	9082.668914448303
M-chr8_46917811_46917845	23806.153259975013
M-chr21_38159442_38159476	7457.349213968076
M-chr14_56579473_56579507	9847.525244086051
M-chr16_84672472_84672506	9943.132285290765
M-chr7_75077725_75077759	5640.815431078416
M-chr9_128035354_128035388	5832.029513487853
M-chr11_59136079_59136113	16253.19700480222
M-chr11_12288752_12288786	9273.882996857734
M-chr11_1837871_1837905	8413.419626015262
M-chr13_23020431_23020465	7074.921049149202
M-chr18_61582006_61582040	10325.560450109646
M-chr19_35114754_35114788	15201.519551550316
