	Sum
M-chr8_28324480_28324514	2689.160303225312
M-chr1_247390256_247390290	3723.4527275427395
M-chr1_150561059_150561093	1448.0093940443987
M-chr1_179002856_179002890	2068.5848486348555
M-chr11_67993942_67993976	1034.2924243174277
M-chr12_7109315_7109349	2689.160303225312
M-chr14_100851297_100851331	1654.8678789078845
M-chr14_104723707_104723741	1241.1509091809132
M-chr14_22986726_22986760	1241.1509091809132
M-chr14_75307954_75307988	1448.0093940443987
M-chr16_10918923_10918957	1241.1509091809132
M-chr16_20300641_20300675	1034.2924243174277
M-chr16_67155520_67155554	1654.8678789078845
M-chr17_18960970_18961004	1654.8678789078845
M-chr18_5023497_5023531	1654.8678789078845
M-chr19_12777715_12777749	2482.3018183618265
M-chr19_42108700_42108734	3516.594242679254
M-chr19_55467941_55467975	2068.5848486348555
M-chr2_177263633_177263667	1241.1509091809132
M-chr2_219294672_219294706	1448.0093940443987
M-chr2_72993237_72993271	2689.160303225312
M-chr2_73163935_73163969	1241.1509091809132
M-chr20_31503293_31503327	1448.009394044399
M-chr20_50478410_50478444	1034.2924243174277
M-chr20_54199819_54199853	2068.5848486348555
M-chr22_37817774_37817808	2689.160303225312
M-chr22_39170942_39170976	2689.160303225312
M-chr5_170623739_170623773	1034.2924243174277
M-chr7_99979919_99979953	3102.877272952283
M-chr8_123022583_123022617	2068.5848486348555
M-chr8_17577025_17577059	3102.877272952283
M-chr8_6572399_6572433	1034.2924243174277
M-chr9_129726757_129726791	2275.443333498341
M-chr9_93682305_93682339	1448.0093940443987
M-chrX_102863910_102863944	1034.2924243174277
M-chrX_19739828_19739862	1241.1509091809132
M-chr15_90143300_90143334	2896.0187880887975
M-chr1_50368607_50368641	2689.160303225312
M-chr14_99947052_99947086	3516.594242679254
M-chr12_119667728_119667762	2068.5848486348555
M-chr2_43106100_43106134	1861.7263637713697
M-chr1_156584191_156584225	2689.160303225312
M-chr1_204747011_204747045	1654.8678789078845
M-chr2_240143956_240143990	1654.8678789078842
M-chr22_17058371_17058405	1654.8678789078842
M-chr1_10942131_10942165	2068.5848486348555
M-chr10_58531268_58531302	1448.009394044399
M-chr5_135466261_135466295	1861.7263637713697
M-chr5_154610511_154610545	1861.7263637713697
M-chr8_4837958_4837992	1654.8678789078845
M-chr12_117854587_117854621	1448.0093940443987
M-chr17_62066112_62066146	1241.1509091809132
M-chr2_26330192_26330226	1448.0093940443987
M-chr20_36156799_36156833	1448.0093940443987
M-chr5_134146007_134146041	1654.8678789078845
M-chr8_10425338_10425372	2482.3018183618265
M-chr8_22695805_22695839	1448.0093940443987
M-chr9_136791823_136791857	2068.584848634856
M-chr1_152001896_152001930	1448.0093940443987
M-chr10_100743760_100743794	1448.0093940443987
M-chr14_106006187_106006221	1448.0093940443987
M-chr14_65961177_65961211	1034.2924243174277
M-chr16_77971743_77971777	1654.8678789078842
M-chr17_7990337_7990371	2689.160303225312
M-chr18_48676936_48676970	2689.160303225312
M-chr19_34121201_34121235	1034.2924243174277
M-chr20_62382891_62382925	2482.3018183618265
M-chr5_68252844_68252878	1241.1509091809135
M-chr7_76359440_76359474	1448.009394044399
M-chr17_78251022_78251056	2482.3018183618265
M-chr12_2885411_2885445	1861.7263637713697
M-chr16_88743941_88743975	2068.5848486348555
M-chr1_152533514_152533548	1654.8678789078842
M-chr1_37434463_37434497	1448.0093940443987
M-chr13_114226913_114226947	1448.009394044399
M-chr19_43594821_43594855	1861.7263637713697
M-chr3_133927723_133927757	2068.5848486348555
M-chr3_196196790_196196824	1861.7263637713697
M-chr16_57519932_57519966	2275.443333498341
M-chr17_49408147_49408181	2275.443333498341
M-chr11_18764448_18764482	2068.5848486348555
M-chr12_44948930_44948964	1241.1509091809132
M-chr19_8253166_8253200	1861.7263637713697
M-chr22_33579648_33579682	1861.72636377137
M-chr9_136758527_136758561	1861.72636377137
M-chr9_33466799_33466833	1654.8678789078842
M-chr17_4215504_4215538	1861.72636377137
M-chr22_31977336_31977370	1654.8678789078842
M-chr1_94854549_94854583	1034.2924243174277
M-chr11_11266191_11266225	1034.2924243174277
M-chr11_45371362_45371396	1034.2924243174277
M-chr12_10674327_10674361	1448.0093940443987
M-chr15_38564169_38564203	1448.0093940443987
M-chr15_82108651_82108685	2068.5848486348555
M-chr17_78993315_78993349	1654.8678789078842
M-chr19_49470484_49470518	2275.443333498341
M-chr2_172465904_172465938	1241.1509091809132
M-chr2_24825206_24825240	1241.1509091809132
M-chr4_75573812_75573846	1241.1509091809132
M-chr5_113379121_113379155	1241.1509091809132
M-chr6_135162838_135162872	1241.1509091809132
M-chr8_143379803_143379837	1241.1509091809132
M-chr1_160101137_160101171	1654.8678789078845
M-chr10_87343201_87343235	1448.0093940443987
M-chr19_40634692_40634726	1448.0093940443987
M-chr20_39048225_39048259	2068.5848486348555
M-chr9_98205866_98205900	1448.009394044399
M-chr19_13104689_13104723	2482.3018183618265
M-chr2_231713984_231714018	2068.5848486348555
M-chr3_13657993_13658027	1861.7263637713697
M-chr20_32031467_32031501	3309.7357578157685
M-chr10_79197032_79197066	1241.1509091809132
M-chr10_96396097_96396131	1241.1509091809132
M-chr14_34331796_34331830	1241.1509091809135
M-chr15_68539223_68539257	1241.1509091809132
M-chr15_76190910_76190944	1861.7263637713697
M-chr16_1706141_1706175	3930.311212406225
M-chr16_33009666_33009700	1448.0093940443987
M-chr17_41648790_41648824	2275.443333498341
M-chr17_4787448_4787482	1654.8678789078842
M-chr19_12672193_12672227	2482.3018183618265
M-chr19_49684587_49684621	1448.009394044399
M-chr2_224778593_224778627	1241.1509091809135
M-chr3_111717697_111717731	1654.8678789078845
M-chr4_185005374_185005408	1448.0093940443987
M-chr6_44655664_44655698	2275.443333498341
M-chr9_105881886_105881920	1654.8678789078845
M-chr12_121812141_121812175	1861.72636377137
M-chr19_38930522_38930556	2068.5848486348555
M-chr5_180315864_180315898	2068.5848486348555
M-chr7_149126372_149126406	2068.5848486348555
M-chr12_109428185_109428219	1654.8678789078845
M-chr15_57559979_57560013	1654.8678789078842
M-chr17_21457178_21457212	1654.8678789078845
M-chr19_47707469_47707503	1448.009394044399
M-chr22_30634563_30634597	1654.8678789078845
M-chr5_140357810_140357844	2896.0187880887975
M-chr1_155978729_155978763	1861.7263637713697
M-chr1_200488869_200488903	1241.1509091809132
M-chr11_62542929_62542963	2482.3018183618265
M-chr11_67262830_67262864	1448.0093940443987
M-chr13_75258355_75258389	1034.2924243174277
M-chr13_95380872_95380906	1034.2924243174277
M-chr22_23281991_23282025	2275.443333498341
M-chr5_132272897_132272931	2896.0187880887975
M-chr8_26690849_26690883	1861.7263637713697
M-chrX_152915785_152915819	1034.2924243174277
M-chr1_586137_586171	2896.0187880887975
M-chr11_67266316_67266350	2068.5848486348555
M-chr15_59529082_59529116	1241.1509091809132
M-chr17_48026568_48026602	1448.0093940443987
M-chr19_33126032_33126066	1241.1509091809132
M-chr19_49680867_49680901	2689.160303225312
M-chr2_232335432_232335466	1861.72636377137
M-chr8_38714477_38714511	1861.72636377137
M-chr14_74946511_74946545	2275.4433334983414
M-chr16_23557485_23557519	2068.5848486348555
M-chr17_48671788_48671822	2068.5848486348555
M-chr1_24415552_24415586	2068.5848486348555
M-chr1_90851650_90851684	1654.8678789078842
M-chr19_42028387_42028421	2482.3018183618265
M-chr5_172707346_172707380	1448.0093940443987
M-chr17_7356170_7356204	1861.72636377137
M-chr10_102073071_102073105	2068.5848486348555
M-chr18_12727224_12727258	3102.877272952283
M-chr18_49858913_49858947	2068.5848486348555
M-chr6_167351548_167351582	2275.443333498341
M-chr1_111755666_111755700	2275.443333498341
M-chr11_76318956_76318990	1241.1509091809132
M-chr15_38564159_38564193	1241.1509091809132
M-chr19_28466283_28466317	1034.2924243174277
M-chr19_40464497_40464531	1241.1509091809135
M-chr2_218996165_218996199	1034.2924243174277
M-chr20_57089780_57089814	1241.1509091809132
M-chr7_149065964_149065998	2275.443333498341
M-chr8_72542644_72542678	1034.2924243174277
M-chr19_49506730_49506764	3930.3112124062254
M-chr1_151156172_151156206	1448.0093940443987
M-chr11_71792812_71792846	1448.0093940443987
M-chr15_92918111_92918145	1448.0093940443987
M-chr4_38783034_38783068	1861.7263637713697
M-chr8_11589640_11589674	1861.72636377137
M-chr1_1349934_1349968	3102.877272952283
M-chr1_204975796_204975830	1654.8678789078845
M-chr12_103632723_103632757	1654.8678789078842
M-chr12_57001600_57001634	1448.0093940443987
M-chr15_74781977_74782011	3309.7357578157685
M-chr17_7324348_7324382	1654.8678789078845
M-chr19_41795162_41795196	1448.0093940443987
M-chr4_111283238_111283272	1448.0093940443987
M-chr9_128438780_128438814	1654.8678789078842
M-chr18_3995681_3995715	1861.7263637713697
M-chr7_22083047_22083081	1654.8678789078845
M-chr10_29496555_29496589	2068.5848486348555
M-chr10_75100111_75100145	2689.160303225312
M-chr11_108222997_108223031	2689.160303225312
M-chr18_50820056_50820090	2275.443333498341
M-chr22_24850466_24850500	2482.3018183618265
M-chr1_12229923_12229957	2896.0187880887975
M-chr1_168342853_168342887	1034.2924243174277
M-chr1_19974943_19974977	1861.7263637713697
M-chr1_229661417_229661451	1241.1509091809135
M-chr1_9234571_9234605	2068.5848486348555
M-chr10_6202755_6202789	2482.3018183618265
M-chr11_72725374_72725408	2275.443333498341
M-chr12_113098503_113098537	1654.8678789078842
M-chr14_106309066_106309100	1448.009394044399
M-chr16_72832708_72832742	1448.009394044399
M-chr17_7014897_7014931	1654.8678789078842
M-chr18_21601021_21601055	2275.443333498341
M-chr19_45817260_45817294	2068.5848486348555
M-chr19_47230636_47230670	2482.3018183618265
M-chr19_50414931_50414965	1448.0093940443987
M-chr19_9136642_9136676	1241.1509091809132
M-chr2_128321961_128321995	1654.8678789078842
M-chr2_16608740_16608774	1034.2924243174277
M-chr2_47768070_47768104	1241.1509091809132
M-chr21_41612806_41612840	1241.1509091809135
M-chr22_50620564_50620598	1861.72636377137
M-chr5_175534257_175534291	2068.5848486348555
M-chr6_138001921_138001955	1241.1509091809132
M-chr6_150069346_150069380	1448.0093940443987
M-chr6_75209117_75209151	1241.1509091809132
M-chr7_105657093_105657127	1241.1509091809132
M-chr7_106166893_106166927	1034.292424317428
M-chr7_134547506_134547540	1034.2924243174277
M-chr9_109244696_109244730	1448.0093940443987
M-chr9_133103330_133103364	1654.8678789078842
M-chrX_100671316_100671350	1034.2924243174277
M-chr12_8237637_8237671	4344.028182133196
M-chr19_12965448_12965482	4137.169697269711
M-chr19_3618708_3618742	2689.160303225312
M-chr8_133203068_133203102	2275.443333498341
M-chr17_45197964_45197998	1861.72636377137
M-chr17_47890104_47890138	2275.443333498341
M-chr2_238263651_238263685	2068.5848486348555
M-chr1_175125456_175125490	2482.3018183618265
M-chr14_20971080_20971114	1861.72636377137
M-chr1_109193836_109193870	1448.009394044399
M-chr1_27102852_27102886	1654.8678789078842
M-chr12_120430613_120430647	1654.8678789078842
M-chr19_2611359_2611393	1861.7263637713697
M-chr6_133569028_133569062	1448.009394044399
M-chr8_26571393_26571427	1448.0093940443987
M-chr1_180252790_180252824	1654.8678789078842
M-chr11_10792611_10792645	1448.0093940443987
M-chr12_29552507_29552541	2482.3018183618265
M-chr19_13880310_13880344	1241.1509091809132
M-chr3_53196090_53196124	2068.5848486348555
M-chr6_35241268_35241302	1861.72636377137
M-chr9_35646909_35646943	1241.1509091809132
M-chr10_132352790_132352824	1241.1509091809132
M-chr10_79293165_79293199	1034.2924243174277
M-chr11_67506270_67506304	1241.1509091809132
M-chr14_64511245_64511279	1448.0093940443987
M-chr15_99213380_99213414	1034.292424317428
M-chr3_32510278_32510312	1034.2924243174277
M-chr1_155323451_155323485	1861.7263637713697
M-chr9_68584570_68584604	1861.72636377137
M-chr1_226634274_226634308	1654.8678789078842
M-chr17_74958091_74958125	2896.018788088798
M-chr19_4811835_4811869	2068.5848486348555
M-chr22_41517927_41517961	1654.8678789078845
M-chr19_2236384_2236418	2482.3018183618265
M-chr6_36680609_36680643	2896.0187880887975
M-chr11_73661106_73661140	1861.7263637713697
M-chr12_27384177_27384211	1861.7263637713697
M-chr14_49862187_49862221	4137.169697269711
M-chr17_39232228_39232262	1654.8678789078842
M-chr22_18954567_18954601	1654.8678789078842
M-chr12_5003196_5003230	2068.5848486348555
M-chr3_15202841_15202875	2275.443333498341
M-chr1_155206993_155207027	1861.72636377137
M-chr1_206612521_206612555	1861.7263637713697
M-chr10_96765818_96765852	1861.7263637713697
M-chr12_54207966_54208000	1654.8678789078842
M-chr12_6869567_6869601	2275.443333498341
M-chr16_78235375_78235409	1241.1509091809132
M-chr17_39754342_39754376	1861.72636377137
M-chr17_51461692_51461726	1448.009394044399
M-chr3_149480586_149480620	1241.1509091809135
M-chr5_134140646_134140680	1654.8678789078842
M-chr8_33591109_33591143	1241.1509091809132
M-chr8_73305688_73305722	2689.160303225312
M-chr9_126501039_126501073	2275.443333498341
M-chr10_132458659_132458693	3102.877272952283
M-chr8_42152703_42152737	3102.877272952283
M-chr15_101007137_101007171	1861.7263637713697
M-chr20_31514323_31514357	1654.8678789078842
M-chr9_127870071_127870105	3723.45272754274
M-chr11_115504554_115504588	1241.1509091809132
M-chr15_68306373_68306407	1241.1509091809132
M-chr17_50026980_50027014	1241.1509091809132
M-chr17_82775145_82775179	1448.0093940443987
M-chr19_40602274_40602308	1241.1509091809132
M-chr9_123354214_123354248	1654.8678789078845
M-chr17_29591810_29591844	3102.877272952283
M-chr11_73295602_73295636	1861.72636377137
M-chr14_88013908_88013942	2896.018788088798
M-chr15_77543507_77543541	1654.8678789078845
M-chr19_7925322_7925356	2068.5848486348555
M-chr20_330749_330783	1448.0093940443987
M-chr8_22164657_22164691	1654.8678789078842
M-chr3_123652508_123652542	1861.7263637713697
M-chr10_69392699_69392733	2689.160303225312
M-chr16_85760009_85760043	2896.0187880887975
M-chr17_7688170_7688204	3102.877272952283
M-chr19_10581126_10581160	2275.443333498341
M-chr1_145910222_145910256	827.4339394539422
M-chr1_180482616_180482650	827.4339394539422
M-chr1_180515981_180516015	1034.2924243174277
M-chr1_211655380_211655414	1241.1509091809135
M-chr1_39609767_39609801	1448.0093940443987
M-chr1_68116816_68116850	1241.1509091809135
M-chr10_100338606_100338640	827.4339394539422
M-chr11_32052297_32052331	827.4339394539422
M-chr11_69915603_69915637	827.4339394539422
M-chr12_45170640_45170674	1241.1509091809132
M-chr12_52156928_52156962	3723.45272754274
M-chr12_89019730_89019764	827.4339394539422
M-chr13_30408439_30408473	1861.72636377137
M-chr15_52780673_52780707	1654.8678789078842
M-chr16_19899509_19899543	1448.0093940443987
M-chr19_50705595_50705629	1861.7263637713697
M-chr5_1140478_1140512	1654.8678789078842
M-chr6_113936290_113936324	1448.0093940443987
M-chr2_130181881_130181915	1861.7263637713697
M-chr10_15106579_15106613	1448.0093940443987
M-chr10_72337326_72337360	2068.5848486348555
M-chr11_68384112_68384146	2068.5848486348555
M-chr17_50297555_50297589	1448.0093940443987
M-chr10_35126862_35126896	2896.0187880887975
M-chr17_74210560_74210594	2689.160303225312
M-chr1_156797466_156797500	1241.1509091809132
M-chr11_131668955_131668989	1241.1509091809132
M-chr12_132638911_132638945	1034.2924243174277
M-chr17_75856032_75856066	1034.2924243174277
M-chr19_29694745_29694779	1241.1509091809132
M-chr2_68925483_68925517	1448.0093940443987
M-chr5_139864260_139864294	1034.2924243174277
M-chr8_11553919_11553953	2275.4433334983414
M-chr8_6800898_6800932	1448.009394044399
M-chr9_137445440_137445474	1448.0093940443987
M-chr17_50140029_50140063	2896.0187880887975
M-chr15_89647263_89647297	2068.5848486348555
M-chr19_47813869_47813903	2482.3018183618265
M-chr10_101781262_101781296	1448.0093940443987
M-chr2_231800703_231800737	1241.1509091809135
M-chr16_89860987_89861021	2068.5848486348555
M-chr17_7632613_7632647	1861.7263637713697
M-chr2_1750982_1751016	1448.0093940443987
M-chr2_208040953_208040987	1448.009394044399
M-chr3_49671874_49671908	1861.7263637713697
M-chr8_103373380_103373414	1654.8678789078842
M-chr11_111230565_111230599	1034.2924243174277
M-chr11_72447131_72447165	1241.1509091809132
M-chr12_54527268_54527302	1034.2924243174277
M-chr15_85296718_85296752	827.4339394539422
M-chr17_80082814_80082848	1034.2924243174277
M-chr18_46173477_46173511	2068.5848486348555
M-chr19_15101648_15101682	1034.2924243174277
M-chr19_38634784_38634818	1448.0093940443987
M-chr19_41691565_41691599	827.4339394539422
M-chr19_42606832_42606866	827.4339394539422
M-chr19_4523441_4523475	1241.1509091809132
M-chr20_12012431_12012465	1241.1509091809132
M-chr4_40924694_40924728	1861.72636377137
M-chr5_170100520_170100554	1241.1509091809132
M-chr6_33585794_33585828	1241.1509091809132
M-chr6_41424643_41424677	1034.2924243174277
M-chr6_42075676_42075710	827.4339394539422
M-chr17_35947267_35947301	1861.72636377137
M-chr17_412392_412426	2068.5848486348555
M-chr17_49570160_49570194	1861.7263637713697
M-chr1_220775415_220775449	1654.8678789078845
M-chr10_61751102_61751136	1034.2924243174277
M-chr17_74437828_74437862	1241.1509091809132
M-chr19_1249051_1249085	1034.2924243174277
M-chr2_239035437_239035471	1241.1509091809132
M-chr2_25376884_25376918	1034.2924243174277
M-chr2_43170103_43170137	1034.2924243174277
M-chr22_37267184_37267218	1448.0093940443987
M-chr7_149624834_149624868	2275.443333498341
M-chr9_36023611_36023645	1034.2924243174277
M-chr10_13099781_13099815	1861.7263637713697
M-chr12_54294370_54294404	1241.1509091809132
M-chr17_40355187_40355221	1241.1509091809132
M-chr19_49036870_49036904	1241.1509091809132
M-chr2_96554540_96554574	1241.1509091809132
M-chr8_94813635_94813669	1241.1509091809132
M-chr14_105203133_105203167	1448.0093940443987
M-chr3_184289555_184289589	1448.0093940443987
M-chr3_58532923_58532957	1448.0093940443987
M-chr9_127199412_127199446	2068.5848486348555
M-chr1_108049705_108049739	1241.1509091809132
M-chr1_156096764_156096798	1241.1509091809135
M-chr1_156383120_156383154	827.4339394539422
M-chr1_206734694_206734728	1654.8678789078842
M-chr10_113799767_113799801	827.4339394539422
M-chr11_119321776_119321810	1861.7263637713697
M-chr11_35835595_35835629	1241.1509091809135
M-chr11_73142422_73142456	1241.1509091809132
M-chr12_112387517_112387551	827.4339394539422
M-chr12_2057366_2057400	1241.1509091809132
M-chr12_57462831_57462865	1654.8678789078842
M-chr12_6944736_6944770	2689.160303225312
M-chr12_96400581_96400615	1448.0093940443987
M-chr14_106618555_106618589	1448.0093940443987
M-chr14_22132241_22132275	1034.2924243174277
M-chr15_73636648_73636682	2689.160303225312
M-chr16_28317245_28317279	1654.8678789078842
M-chr16_65825_65859	2482.3018183618265
M-chr16_67883872_67883906	2068.5848486348555
M-chr16_85316573_85316607	827.4339394539422
M-chr16_88685304_88685338	1034.2924243174277
M-chr17_27651598_27651632	1241.1509091809132
M-chr18_55384714_55384748	827.4339394539422
M-chr19_45558506_45558540	1448.0093940443987
M-chr2_11688574_11688608	827.4339394539422
M-chr2_162221149_162221183	1034.2924243174277
M-chr2_210503169_210503203	1241.1509091809135
M-chr2_68122543_68122577	2068.5848486348555
M-chr2_84925878_84925912	1034.2924243174277
M-chr20_16434248_16434282	1034.2924243174277
M-chr20_34312867_34312901	1861.72636377137
M-chr20_35447374_35447408	2275.443333498341
M-chr20_36612848_36612882	1241.1509091809132
M-chr20_38726045_38726079	827.4339394539422
M-chr20_57594470_57594504	1241.1509091809135
M-chr22_43993320_43993354	1448.0093940443987
M-chr22_46122586_46122620	1448.0093940443987
M-chr3_184513907_184513941	827.4339394539422
M-chr4_99405695_99405729	827.4339394539422
M-chr5_177501136_177501170	1861.72636377137
M-chr6_44268171_44268205	2068.5848486348555
M-chr8_37153388_37153422	1654.8678789078842
M-chr9_35096213_35096247	1654.8678789078845
M-chrX_154748901_154748935	1241.1509091809132
M-chrX_25144223_25144257	1241.1509091809132
M-chrX_70452211_70452245	1448.0093940443987
M-chr9_137423352_137423386	2482.3018183618265
M-chr13_27375890_27375924	2689.160303225312
M-chr11_61129951_61129985	2275.443333498341
M-chr19_14075242_14075276	1861.7263637713697
M-chr12_4356099_4356133	1654.8678789078845
M-chr17_75238832_75238866	1654.8678789078845
M-chr20_32674482_32674516	1448.0093940443987
M-chr4_7070937_7070971	1861.72636377137
M-chr1_240004295_240004329	1448.009394044399
M-chr10_114304095_114304129	1448.0093940443987
M-chr17_48011455_48011489	1654.8678789078845
M-chr20_24994953_24994987	1654.8678789078845
M-chr20_44384527_44384561	1241.1509091809135
M-chr1_21334886_21334920	1241.1509091809135
M-chr10_52780280_52780314	1034.2924243174277
M-chr11_72183610_72183644	1241.1509091809132
M-chr12_91326620_91326654	1241.1509091809135
M-chr16_84175436_84175470	1034.2924243174277
M-chr19_10259153_10259187	1034.2924243174277
M-chr22_45553929_45553963	1448.0093940443987
M-chr4_163588107_163588141	1241.1509091809132
M-chr6_158072327_158072361	1241.1509091809132
M-chr6_89239478_89239512	1034.292424317428
M-chr8_125729409_125729443	1448.0093940443987
M-chr17_58417742_58417776	2275.443333498341
M-chr1_177946137_177946171	827.4339394539422
M-chr1_205919129_205919163	1448.0093940443987
M-chr1_55022244_55022278	1034.2924243174277
M-chr12_50088767_50088801	1654.8678789078842
M-chr15_74065908_74065942	1034.2924243174277
M-chr17_32462485_32462519	827.4339394539422
M-chr17_63405812_63405846	1034.2924243174277
M-chr17_68466305_68466339	827.4339394539422
M-chr19_45607412_45607446	827.4339394539422
M-chr19_47436786_47436820	1861.7263637713697
M-chr2_113199268_113199302	2896.0187880887975
M-chr2_11863784_11863818	2068.5848486348555
M-chr20_7286102_7286136	1034.2924243174277
M-chr5_148444079_148444113	827.4339394539422
M-chr6_131628274_131628308	827.4339394539422
M-chr8_99168301_99168335	1654.8678789078845
M-chr9_134099356_134099390	827.4339394539422
M-chr9_84261326_84261360	827.4339394539422
M-chr12_48936566_48936600	2068.5848486348555
M-chr15_40338219_40338253	2068.5848486348555
M-chr9_124617647_124617681	1861.7263637713697
M-chr11_122781588_122781622	1241.1509091809132
M-chr14_66070908_66070942	2068.5848486348555
M-chr7_155534025_155534059	1241.1509091809132
M-chr8_74088275_74088309	1448.0093940443987
M-chr5_139765609_139765643	4137.169697269711
M-chr11_27699110_27699144	1241.1509091809132
M-chr15_99059081_99059115	1034.2924243174277
M-chr18_32549434_32549468	1448.009394044399
M-chr4_179867443_179867477	1034.2924243174277
M-chr6_35449581_35449615	1448.009394044399
M-chr9_33624125_33624159	1034.2924243174277
M-chr17_44218505_44218539	1861.72636377137
M-chr18_62584514_62584548	2275.443333498341
M-chr2_99490217_99490251	1654.8678789078842
M-chr1_10494818_10494852	2068.5848486348555
M-chr1_175319811_175319845	1034.2924243174277
M-chr10_110226144_110226178	827.4339394539422
M-chr11_57480490_57480524	1654.8678789078842
M-chr12_101917894_101917928	827.4339394539422
M-chr12_121668849_121668883	827.4339394539422
M-chr12_51923578_51923612	827.4339394539422
M-chr14_70027988_70028022	1861.7263637713697
M-chr17_4987432_4987466	1654.8678789078842
M-chr17_57114226_57114260	1241.1509091809135
M-chr18_22169513_22169547	827.4339394539422
M-chr2_231482886_231482920	1241.1509091809132
M-chr20_20568784_20568818	827.4339394539422
M-chr3_37997016_37997050	1034.2924243174277
M-chr5_8908235_8908269	1448.0093940443987
M-chr6_112312144_112312178	1034.2924243174277
M-chr7_85186859_85186893	1241.1509091809132
M-chr8_19267802_19267836	827.4339394539422
M-chr9_32572454_32572488	827.4339394539422
M-chr9_34253091_34253125	1241.1509091809132
M-chr13_21477179_21477213	3516.594242679254
M-chr14_95527573_95527607	1448.0093940443987
M-chr19_10269592_10269626	1861.72636377137
M-chr6_37208189_37208223	1448.0093940443987
M-chr1_107529728_107529762	1241.1509091809132
M-chr1_267983_268017	2482.3018183618265
M-chr16_28070898_28070932	1034.2924243174277
M-chr19_46766849_46766883	1241.1509091809135
M-chr16_352693_352727	1654.8678789078842
M-chr22_32266343_32266377	1654.8678789078845
M-chr1_145845576_145845610	1241.1509091809132
M-chr10_99392621_99392655	1654.8678789078842
M-chr16_25233876_25233910	1448.0093940443987
M-chr6_3251623_3251657	2068.5848486348555
M-chr6_34196391_34196425	2275.443333498341
M-chr17_10631218_10631252	2275.443333498341
M-chr5_123611288_123611322	1654.8678789078845
M-chr1_151968128_151968162	1654.8678789078845
M-chr12_51875420_51875454	827.4339394539422
M-chr16_2340986_2341020	1034.2924243174277
M-chr17_81241815_81241849	827.4339394539422
M-chr2_203454046_203454080	827.4339394539422
M-chr2_73085787_73085821	827.4339394539422
M-chr4_147866941_147866975	1034.2924243174277
M-chr4_22897678_22897712	827.4339394539422
M-chr15_40279547_40279581	2275.443333498341
M-chr1_16244563_16244597	1034.2924243174277
M-chr1_2381914_2381948	1241.1509091809132
M-chr1_44005806_44005840	1448.0093940443987
M-chr12_26853924_26853958	1034.2924243174277
M-chr12_6538041_6538075	2068.5848486348555
M-chr17_39634581_39634615	1034.2924243174277
M-chr18_13159675_13159709	1448.0093940443987
M-chr19_53425169_53425203	1241.1509091809132
M-chr20_1503776_1503810	1241.1509091809135
M-chr4_6974549_6974583	1448.0093940443987
