	K562_NFIA_BX_rep1_hg38_NFIA-d95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_sense.cdt	K562_NFIA_BX_rep1_hg38_NFIA-d95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_anti.cdt
chr6_41938445_41938460	31.395194417522617	17.94011109572721
chr8_144074474_144074489	98.67061102649966	26.91016664359081
chr1_186082437_186082452	80.73049993077247	4.485027773931803
chr2_112869731_112869746	40.365249965386205	20.930129611681743
chr10_21724942_21724957	49.335305513249814	73.2554536408861
chr14_77040352_77040367	11.96007406381814	68.77042586695431
chr6_161169976_161169991	22.42513886965901	34.38521293347715
chr22_19719162_19719177	113.62070360627237	104.6506480584088
chr4_154492128_154492143	34.38521293347714	58.30536106111342
chr1_179293611_179293626	23.920148127636278	2.990018515954535
chr22_19408433_19408448	28.405175901568082	14.950092579772676
chr10_48384772_48384787	149.50092579772678	73.25545364088612
chr5_76364178_76364193	26.910166643590806	16.445101837749945
chr1_61253594_61253609	11.96007406381814	16.445101837749945
chr22_21549831_21549846	61.29537957706796	52.32532402920436
chr5_138754376_138754391	35.88022219145441	23.920148127636278
chr16_10972309_10972324	26.91016664359082	32.890203675499876
chr8_17246314_17246329	29.900185159545345	13.455083321795408
chr1_211630924_211630939	55.31534254515888	17.94011109572721
chr19_8209011_8209026	29.900185159545345	0.0
chr12_68807952_68807967	4.485027773931803	2.990018515954535
chr3_48038810_48038825	28.40517590156808	10.465064805840873
chr9_128007699_128007714	92.69057399459062	20.930129611681743
chr7_128523444_128523459	19.435120353704477	10.465064805840873
chr7_5773858_5773873	47.840296255272534	22.42513886965901
chr1_12469657_12469672	43.355268481340744	35.880222191454415
chr10_31952126_31952141	7.475046289886338	20.930129611681743
chr2_58240751_58240766	378.2373422682485	176.4110924413176
chr5_181133817_181133832	28.405175901568082	11.96007406381814
chr6_42199669_42199684	79.23549067279521	25.41515738561355
chr17_82457303_82457318	82.22550918874971	17.94011109572721
chr3_193886120_193886135	32.89020367549988	46.34528699729529
chr16_66905967_66905982	32.89020367549988	11.96007406381814
chr5_135387152_135387167	32.890203675499876	26.910166643590806
chr1_113949300_113949315	140.53087024986323	50.830314771227094
chr3_17730520_17730535	40.365249965386205	53.82033328718162
chr14_58331273_58331288	34.38521293347714	17.94011109572721
chr3_37028634_37028649	25.415157385613547	1.4950092579772676
chr6_149565699_149565714	29.900185159545345	13.455083321795408
chr14_31026956_31026971	47.84029625527255	13.455083321795408
chr19_48332749_48332764	49.33530551324981	11.96007406381814
chr9_132984900_132984915	19.435120353704477	16.445101837749945
chr1_160523040_160523055	47.84029625527254	25.415157385613547
chr13_113220408_113220423	40.36524996538622	11.96007406381814
chr2_166374122_166374137	32.890203675499876	10.465064805840873
chr22_21384988_21385003	56.81035180313614	28.40517590156808
chr15_74546179_74546194	25.415157385613547	26.910166643590816
chr7_76397578_76397593	52.325324029204346	43.355268481340744
chr4_18106768_18106783	23.92014812763628	16.445101837749945
chr6_146700230_146700245	107.64066657436334	35.880222191454415
chr7_120996504_120996519	13.455083321795408	32.890203675499876
chr6_158049217_158049232	22.42513886965901	7.475046289886338
chr8_60807913_60807928	25.415157385613547	7.475046289886338
chr10_43418072_43418087	22.42513886965901	70.26543512493159
chr1_16248991_16249006	29.900185159545337	10.465064805840873
chr1_60925186_60925201	50.830314771227094	5.98003703190907
chr12_56150753_56150768	101.66062954245422	67.27541660897703
chr15_78149186_78149201	29.900185159545345	38.87024070740894
chr1_51736908_51736923	46.3452869972953	32.890203675499876
chr5_177404325_177404340	143.52088876581774	22.42513886965901
chr19_57599822_57599837	25.415157385613547	14.950092579772676
chr16_81527228_81527243	11.96007406381814	25.415157385613547
chr5_146213645_146213660	68.7704258669543	10.465064805840873
chr3_40720129_40720144	94.18558325256787	68.7704258669543
chr1_167678587_167678602	71.7604443829088	8.970055547863605
chr22_43263943_43263958	25.415157385613547	16.445101837749945
chr5_109468912_109468927	11.96007406381814	7.475046289886338
chr6_129667784_129667799	34.38521293347714	25.41515738561354
chr1_75991749_75991764	55.31534254515887	31.395194417522617
chr17_49739908_49739923	67.27541660897703	10.465064805840873
chr17_59621159_59621174	53.82033328718161	35.88022219145441
chr15_58165855_58165870	14.950092579772676	7.475046289886338
chr22_29907895_29907910	35.880222191454415	2.990018515954535
chr8_27489058_27489073	50.83031477122709	5.98003703190907
chr22_19856118_19856133	79.2354906727952	70.26543512493156
chr1_112674600_112674615	35.8802221914544	4.485027773931803
chr1_52751782_52751797	28.40517590156807	17.94011109572721
chr12_104387393_104387408	25.41515738561354	25.415157385613547
chr7_22727364_22727379	5.98003703190907	26.910166643590813
chr12_53366138_53366153	25.415157385613547	5.98003703190907
chr6_89081711_89081726	7.475046289886338	0.0
chr1_155094011_155094026	35.88022219145441	7.475046289886338
chr1_234544341_234544356	47.84029625527255	1.4950092579772676
chr8_22211030_22211045	20.930129611681743	46.34528699729528
chr18_9575714_9575729	79.23549067279521	13.455083321795408
chr20_45373985_45374000	26.910166643590813	1.4950092579772676
chr11_66982229_66982244	8.970055547863605	7.475046289886338
chr15_42576000_42576015	104.65064805840883	22.42513886965901
chr3_4980420_4980435	125.58077767009053	22.42513886965901
chr1_16601647_16601662	32.890203675499876	50.83031477122709
chr1_39845779_39845794	73.2554536408861	32.89020367549988
chr5_176341509_176341524	19.435120353704477	17.94011109572721
chr6_34190292_34190307	35.880222191454415	4.485027773931803
chr7_107168407_107168422	62.79038883504522	70.26543512493157
chr1_3775587_3775602	5.98003703190907	2.990018515954535
chr3_14439652_14439667	37.37523144943167	7.475046289886338
chr4_48698474_48698489	26.910166643590816	10.465064805840873
chr1_112715405_112715420	4.485027773931803	0.0
chr17_80219588_80219603	47.84029625527256	2.990018515954535
chr4_141913070_141913085	19.435120353704477	8.970055547863605
chr1_11650355_11650370	52.32532402920434	103.15563880043149
chr1_15886407_15886422	14.950092579772676	1.4950092579772676
chr17_58391662_58391677	31.39519441752261	11.96007406381814
chr21_34544105_34544120	64.28539809302248	8.970055547863605
chr12_46450625_46450640	62.790388835045235	17.94011109572721
chr18_70464890_70464905	31.39519441752262	11.96007406381814
chr11_65860491_65860506	40.365249965386205	37.37523144943168
chr16_29265452_29265467	34.38521293347715	11.96007406381814
chr2_168798656_168798671	19.435120353704477	10.465064805840873
chr5_150763602_150763617	68.77042586695431	23.920148127636274
chr5_32217995_32218010	52.32532402920437	35.88022219145442
chr1_201016483_201016498	14.950092579772676	8.970055547863605
chr2_167946095_167946110	28.40517590156807	20.930129611681743
chr11_69297563_69297578	65.78040735099977	32.89020367549988
chr12_47393258_47393273	11.96007406381814	14.950092579772676
chr2_43171998_43172013	26.910166643590806	25.415157385613547
chr12_124353076_124353091	37.37523144943167	11.96007406381814
chr20_33666771_33666786	19.435120353704477	0.0
chr1_109910766_109910781	7.475046289886338	7.475046289886338
chr22_36659922_36659937	17.94011109572721	10.465064805840873
chr3_128549477_128549492	5.98003703190907	4.485027773931803
chr1_225850161_225850176	22.425138869659015	43.35526848134075
chr2_39620230_39620245	38.870240707408946	7.475046289886338
chr7_12729299_12729314	46.34528699729528	0.0
chr1_23369906_23369921	28.40517590156808	67.27541660897704
chr1_32345600_32345615	22.425138869659015	10.465064805840873
chr12_110270697_110270712	22.425138869659012	14.950092579772676
chr19_39897993_39898008	65.78040735099977	23.920148127636274
chr22_19855852_19855867	65.78040735099975	201.8262498269313
chr5_61408733_61408748	31.395194417522617	34.38521293347715
chr1_171755173_171755188	32.89020367549989	67.27541660897701
chr2_98465911_98465926	16.445101837749945	1.4950092579772676
chr3_195002181_195002196	5.98003703190907	4.485027773931803
chr7_149496371_149496386	31.39519441752261	68.77042586695431
chr2_190469389_190469404	38.870240707408946	10.465064805840873
chr3_196337735_196337750	25.41515738561355	7.475046289886338
chr8_60751815_60751830	64.2853980930225	128.57079618604502
chr10_17230326_17230341	53.820333287181626	19.435120353704477
chr20_35776964_35776979	10.465064805840873	13.455083321795408
chr22_41367271_41367286	35.880222191454415	20.930129611681743
chr1_154937520_154937535	40.365249965386205	50.830314771227094
chr10_79084353_79084368	44.850277739318	7.475046289886338
chr12_54417461_54417476	2.990018515954535	8.970055547863605
chr2_127398452_127398467	1.4950092579772676	7.475046289886338
chr1_21455036_21455051	22.42513886965901	16.445101837749945
chr12_64673023_64673038	40.36524996538621	8.970055547863605
chr14_91402915_91402930	11.96007406381814	20.930129611681743
chr5_134140750_134140765	10.465064805840873	5.98003703190907
chr1_159882033_159882048	118.10573138020419	11.96007406381814
chr1_26862918_26862933	32.89020367549987	5.98003703190907
chr6_166330796_166330811	19.435120353704477	7.475046289886338
chr9_113300180_113300195	32.89020367549988	13.455083321795408
chr1_38789903_38789918	55.31534254515889	32.89020367549989
chr10_24383752_24383767	20.930129611681743	7.475046289886338
chr10_59240741_59240756	32.89020367549988	16.445101837749945
chr14_103122239_103122254	35.880222191454415	13.455083321795408
chr14_23589210_23589225	46.34528699729528	8.970055547863605
chr5_79795954_79795969	11.96007406381814	28.40517590156807
chrX_155147817_155147832	40.36524996538621	19.435120353704477
chr6_126112505_126112520	34.38521293347714	32.89020367549988
chr17_42519217_42519232	32.890203675499876	5.98003703190907
chr19_16111800_16111815	34.38521293347714	4.485027773931803
chr19_43668327_43668342	1.4950092579772676	0.0
chr1_201582840_201582855	35.880222191454415	41.86025922336348
chr1_51622718_51622733	28.40517590156808	8.970055547863605
chr9_113343948_113343963	25.41515738561354	20.930129611681746
chr10_70559523_70559538	40.365249965386205	2.990018515954535
chr5_119387127_119387142	74.75046289886342	1.4950092579772676
chr7_105665041_105665056	37.37523144943167	5.98003703190907
chr11_47918353_47918368	43.35526848134073	16.445101837749945
chr15_67884668_67884683	35.88022219145441	25.41515738561354
chr2_96353143_96353158	22.42513886965901	37.37523144943168
chr13_46120239_46120254	22.425138869659012	5.98003703190907
chr20_2578722_2578737	31.39519441752261	11.96007406381814
chr3_4999894_4999909	91.19556473661333	59.80037031909069
chr5_40797656_40797671	73.2554536408861	38.870240707408946
chr11_65419219_65419234	16.445101837749945	31.395194417522617
chr10_78303525_78303540	5.98003703190907	8.970055547863605
chr3_9749811_9749826	11.96007406381814	4.485027773931803
chr5_81736260_81736275	142.0258795078405	23.92014812763628
chr7_67129331_67129346	31.395194417522617	14.950092579772676
chr11_111797195_111797210	29.90018515954535	10.465064805840873
chr11_65275231_65275246	50.83031477122709	16.445101837749945
chr7_117124828_117124843	46.345286997295275	29.900185159545348
chr12_31636872_31636887	55.315342545158884	14.950092579772676
chr17_62470895_62470910	22.42513886965901	11.96007406381814
chr19_29967714_29967729	19.435120353704477	11.96007406381814
chr11_78046315_78046330	31.39519441752261	65.78040735099978
chr13_36814678_36814693	68.77042586695428	44.850277739318024
chr21_14753966_14753981	52.325324029204346	11.96007406381814
chr13_41061251_41061266	88.2055462206588	37.37523144943168
chr16_21300623_21300638	16.445101837749945	8.970055547863605
chr17_27446957_27446972	165.94602763547672	23.92014812763628
chr6_84059354_84059369	25.415157385613547	62.79038883504523
chr7_74994214_74994229	22.42513886965901	7.475046289886338
chr8_58753703_58753718	13.455083321795408	17.94011109572721
chr22_18610289_18610304	53.820333287181626	19.435120353704477
chr6_85600931_85600946	83.72051844672703	162.95600911952212
chr2_64752148_64752163	28.40517590156808	49.33530551324983
chr2_7008183_7008198	31.39519441752261	8.970055547863605
chr22_29821571_29821586	25.415157385613547	13.455083321795408
chr8_37864572_37864587	35.880222191454415	32.89020367549989
chr10_74012009_74012024	29.900185159545345	10.465064805840873
chr2_168521473_168521488	26.910166643590813	2.990018515954535
chr2_47225715_47225730	17.94011109572721	40.36524996538623
chr3_42815398_42815413	13.455083321795408	10.465064805840873
chr11_12746793_12746808	23.92014812763628	2.990018515954535
chr5_150516061_150516076	28.405175901568086	5.98003703190907
chrX_155007095_155007110	28.40517590156808	23.920148127636274
chr10_74032406_74032421	28.40517590156807	19.43512035370448
chr12_71594410_71594425	17.94011109572721	5.98003703190907
chr15_58568252_58568267	100.16562028447699	22.425138869659015
chr7_100126121_100126136	62.79038883504522	119.6007406381814
chr11_108121458_108121473	10.465064805840873	5.98003703190907
chr16_19085853_19085868	35.88022219145441	2.990018515954535
chr15_51647403_51647418	22.425138869659015	13.455083321795408
chr18_57051720_57051735	25.41515738561355	10.465064805840873
chr9_123642740_123642755	41.86025922336348	23.920148127636285
chr1_88683090_88683105	55.31534254515886	86.71053696268153
chr14_22766610_22766625	14.950092579772676	4.485027773931803
chr8_38851183_38851198	23.920148127636278	17.94011109572721
chr15_34648052_34648067	38.87024070740894	59.800370319090675
chr15_40763384_40763399	86.71053696268152	47.84029625527255
chr16_1763119_1763134	16.445101837749945	5.98003703190907
chr19_3194486_3194501	40.36524996538621	5.98003703190907
chr22_29504170_29504185	23.920148127636274	2.990018515954535
chr7_127803758_127803773	35.880222191454415	19.435120353704477
chr11_59842521_59842536	77.74048141481795	40.36524996538623
chr17_601697_601712	17.94011109572721	10.465064805840873
chr19_2266716_2266731	10.465064805840873	10.465064805840873
chr19_51690883_51690898	20.930129611681743	5.98003703190907
chr2_219595376_219595391	31.395194417522617	14.950092579772676
chr7_2400247_2400262	34.385212933477156	70.26543512493159
chr9_112379556_112379571	28.40517590156807	17.94011109572721
chr1_156123863_156123878	55.315342545158884	31.395194417522617
chr10_101546062_101546077	43.355268481340744	10.465064805840873
chr11_49995804_49995819	70.26543512493159	77.7404814148179
chr11_66744787_66744802	0.0	0.0
chr19_35166626_35166641	19.435120353704477	11.96007406381814
chr2_28355659_28355674	37.37523144943168	7.475046289886338
chr3_33490843_33490858	11.96007406381814	1.4950092579772676
chr6_44076657_44076672	0.0	17.94011109572721
chr7_149827588_149827603	25.41515738561354	4.485027773931803
chr11_123083751_123083766	2.990018515954535	16.445101837749945
chr5_81923197_81923212	37.375231449431666	10.465064805840873
chr6_17656355_17656370	22.42513886965901	16.445101837749945
chr16_3235406_3235421	22.42513886965901	0.0
chr16_68732143_68732158	10.465064805840873	5.98003703190907
chr6_124955359_124955374	8.970055547863605	10.465064805840873
chr1_201023855_201023870	0.0	0.0
chr10_124420469_124420484	2.990018515954535	4.485027773931803
chr19_39881742_39881757	16.445101837749945	4.485027773931803
chr2_120257712_120257727	13.455083321795408	4.485027773931803
chr9_137277055_137277070	23.920148127636274	5.98003703190907
chr11_3444125_3444140	125.58077767009053	38.870240707408946
chr11_75388461_75388476	43.35526848134075	14.950092579772676
chr14_55547458_55547473	20.930129611681743	8.970055547863605
chr2_84925951_84925966	50.83031477122707	17.94011109572721
chr5_54249851_54249866	38.87024070740894	14.950092579772676
chr8_47353801_47353816	19.435120353704477	10.465064805840873
chr11_110317585_110317600	37.37523144943169	16.445101837749945
chr11_74024764_74024779	14.950092579772676	4.485027773931803
chr6_157048117_157048132	17.94011109572721	0.0
chr1_184029336_184029351	58.3053610611134	29.90018515954535
chr1_245875130_245875145	23.920148127636274	25.415157385613547
chr12_110699706_110699721	64.28539809302251	20.93012961168175
chr12_50924886_50924901	22.42513886965901	47.84029625527254
chr6_52504276_52504291	35.88022219145441	31.39519441752262
chr7_5574616_5574631	13.455083321795408	7.475046289886338
chr8_103111690_103111705	43.355268481340744	23.92014812763628
chr1_119858898_119858913	28.405175901568086	10.465064805840873
chr12_103800348_103800363	47.840296255272534	7.475046289886338
chr17_76406174_76406189	70.26543512493159	29.90018515954535
chr2_170715278_170715293	26.910166643590813	0.0
chr5_54738268_54738283	22.42513886965901	5.98003703190907
chr11_75388783_75388798	28.40517590156808	7.475046289886338
chr5_170151477_170151492	28.40517590156808	23.920148127636278
chr1_11804968_11804983	4.485027773931803	11.96007406381814
chr14_101962656_101962671	2.990018515954535	13.455083321795408
chrX_107732095_107732110	13.455083321795408	31.395194417522617
chr20_35344504_35344519	26.910166643590813	13.455083321795408
chr4_123361557_123361572	10.465064805840873	5.98003703190907
chr12_54307237_54307252	10.465064805840873	22.42513886965901
chr5_139028051_139028066	16.445101837749945	1.4950092579772676
chr9_131197725_131197740	29.900185159545337	38.87024070740895
chr1_54463381_54463396	43.355268481340744	23.92014812763628
chr10_48456613_48456628	19.435120353704477	11.96007406381814
chr15_64217213_64217228	43.35526848134075	7.475046289886338
chr7_74587523_74587538	2.990018515954535	26.91016664359082
chr1_201916769_201916784	8.970055547863605	8.970055547863605
chr12_8243487_8243502	8.970055547863605	0.0
chr18_3013442_3013457	10.465064805840873	4.485027773931803
chr20_37379334_37379349	38.870240707408946	7.475046289886338
chr1_21915566_21915581	50.83031477122707	23.92014812763628
chr19_18496614_18496629	28.40517590156808	49.335305513249814
chr19_41501564_41501579	20.930129611681743	4.485027773931803
chr19_49877046_49877061	136.0458424759314	23.920148127636274
chr3_183275583_183275598	2.990018515954535	4.485027773931803
chrX_40176041_40176056	28.405175901568086	61.29537957706796
chr8_9082320_9082335	28.40517590156808	31.39519441752261
chr10_18607727_18607742	14.950092579772676	22.42513886965901
chr11_61920419_61920434	40.36524996538622	1.4950092579772676
chr11_726454_726469	11.96007406381814	7.475046289886338
chr17_75511918_75511933	14.950092579772676	25.41515738561355
chr19_4375313_4375328	16.445101837749945	11.96007406381814
chr2_241443999_241444014	23.920148127636274	7.475046289886338
chr6_89261089_89261104	37.37523144943169	8.970055547863605
chr1_36328838_36328853	26.91016664359081	25.415157385613544
chr13_109700266_109700281	7.475046289886338	7.475046289886338
chr2_62288047_62288062	89.70055547863605	34.38521293347714
chr5_139179078_139179093	23.92014812763628	10.465064805840873
chr1_55146983_55146998	17.94011109572721	5.98003703190907
chr17_20267260_20267275	26.910166643590813	7.475046289886338
chr18_48983936_48983951	16.445101837749945	5.98003703190907
chr2_112026687_112026702	17.94011109572721	19.435120353704477
chr7_100641659_100641674	26.910166643590813	16.445101837749945
chr7_1742931_1742946	43.355268481340744	40.36524996538622
chr1_101258033_101258048	7.475046289886338	8.970055547863605
chr1_1109972_1109987	32.890203675499876	19.435120353704477
chr17_58290183_58290198	47.84029625527255	22.425138869659015
chr22_24632853_24632868	29.900185159545345	19.435120353704477
chr7_2400025_2400040	19.435120353704477	16.445101837749945
chr1_52253593_52253608	28.40517590156807	34.385212933477156
chr11_18396148_18396163	37.37523144943168	32.89020367549988
chr5_140241496_140241511	16.445101837749945	4.485027773931803
chr15_67794996_67795011	8.970055547863605	7.475046289886338
chr17_28685157_28685172	41.860259223363485	5.98003703190907
chr7_128053221_128053236	16.445101837749945	34.385212933477135
chr12_121404921_121404936	32.890203675499876	29.900185159545345
chr15_38513103_38513118	11.96007406381814	1.4950092579772676
chr17_73474482_73474497	32.890203675499876	16.445101837749945
chr4_108247882_108247897	28.40517590156807	4.485027773931803
chr7_150931387_150931402	37.37523144943168	76.24547215684066
chr1_43525039_43525054	80.73049993077245	14.950092579772676
chr19_51689230_51689245	5.98003703190907	2.990018515954535
chr5_151081436_151081451	29.900185159545345	70.26543512493157
chr1_212437540_212437555	20.930129611681743	10.465064805840873
chr12_52907298_52907313	31.39519441752262	10.465064805840873
chr16_83953045_83953060	65.78040735099977	62.79038883504525
chr16_88771185_88771200	8.970055547863605	16.445101837749945
chr20_33438645_33438660	41.860259223363485	13.455083321795408
chr22_20084775_20084790	116.61072212222695	44.850277739318024
chr9_136579070_136579085	20.930129611681743	37.37523144943168
chr1_211643919_211643934	31.39519441752261	7.475046289886338
chr11_65558417_65558432	2.990018515954535	0.0
chr17_44288576_44288591	14.950092579772676	4.485027773931803
chr2_68829361_68829376	35.88022219145441	28.40517590156807
chr10_102068400_102068415	13.455083321795408	8.970055547863605
chr10_103908524_103908539	32.89020367549988	22.425138869659012
chr2_172021770_172021785	35.88022219145441	1.4950092579772676
chr22_22559422_22559437	7.475046289886338	22.42513886965901
chr3_4322832_4322847	17.94011109572721	14.950092579772676
chr9_128494584_128494599	38.87024070740895	11.96007406381814
chr1_109901854_109901869	13.455083321795408	4.485027773931803
chr1_153627655_153627670	34.38521293347714	13.455083321795408
chr14_105482124_105482139	4.485027773931803	11.96007406381814
chr1_26534304_26534319	41.860259223363485	23.920148127636274
chr11_5596152_5596167	28.40517590156808	7.475046289886338
chr17_82297925_82297940	37.37523144943168	8.970055547863605
chr2_74444367_74444382	32.89020367549988	35.88022219145441
chr22_22995377_22995392	98.67061102649974	28.40517590156808
chr6_28487175_28487190	37.37523144943168	35.88022219145441
chr1_35545247_35545262	14.950092579772676	14.950092579772676
chr12_3097640_3097655	17.94011109572721	4.485027773931803
chr2_47357709_47357724	38.87024070740894	20.930129611681743
chr2_70112035_70112050	58.30536106111341	43.355268481340744
chr4_80097603_80097618	10.465064805840873	19.435120353704477
chr11_78040156_78040171	41.86025922336347	20.930129611681743
chr16_2883157_2883172	1.4950092579772676	0.0
chr7_129713713_129713728	26.910166643590813	10.465064805840873
