,Location,NFIA-Nuc_engagement
chr8_20312359_20312374,random orientated upstream,0
chr8_72475653_72475668,random orientated upstream,0
chr9_36903887_36903902,random orientated upstream,0
chr1_234106243_234106258,random orientated upstream,0
chr17_16488732_16488747,random orientated upstream,0
chr17_19384903_19384918,random orientated upstream,0
chr17_31299817_31299832,random orientated upstream,0
chr3_48546622_48546637,random orientated upstream,0
chr1_37691756_37691771,random orientated upstream,0
chr12_104685011_104685026,random orientated upstream,0
chr14_52926460_52926475,random orientated upstream,0
chr14_81234478_81234493,random orientated upstream,0
chr19_13216134_13216149,random orientated upstream,0
chr22_41660550_41660565,random orientated upstream,0
chr3_14287130_14287145,random orientated upstream,0
chr5_143183231_143183246,random orientated upstream,0
chr9_134896034_134896049,random orientated upstream,0
chrX_39724527_39724542,random orientated upstream,0
chr1_168443541_168443556,random orientated upstream,0
chr1_52404364_52404379,random orientated upstream,0
chr12_127770278_127770293,random orientated upstream,0
chr14_95770997_95771012,random orientated upstream,0
chr16_25814670_25814685,random orientated upstream,0
chr16_35145461_35145476,random orientated upstream,0
chr16_50297809_50297824,random orientated upstream,0
chr17_4440825_4440840,random orientated upstream,0
chr2_119645351_119645366,random orientated upstream,0
chr5_122327291_122327306,random orientated upstream,0
chr1_153441726_153441741,random orientated upstream,0
chr11_3626354_3626369,random orientated upstream,0
chr11_61581460_61581475,random orientated upstream,0
chr12_12172426_12172441,random orientated upstream,0
chr13_43308005_43308020,random orientated upstream,0
chr17_35890114_35890129,random orientated upstream,0
chr17_78585465_78585480,random orientated upstream,0
chr18_57649820_57649835,random orientated upstream,0
chr20_51456688_51456703,random orientated upstream,0
chr22_49903761_49903776,random orientated upstream,0
chr5_140153534_140153549,random orientated upstream,0
chr5_173764652_173764667,random orientated upstream,0
chr7_101477505_101477520,random orientated upstream,0
chr7_152270669_152270684,random orientated upstream,0
chr7_36115628_36115643,random orientated upstream,0
chr9_113584530_113584545,random orientated upstream,0
chr9_137266363_137266378,random orientated upstream,0
chr9_2355725_2355740,random orientated upstream,0
chrX_22022702_22022717,random orientated upstream,0
chr1_147613676_147613691,random orientated upstream,0
chr1_70034646_70034661,random orientated upstream,0
chr1_85200903_85200918,random orientated upstream,0
chr12_116599922_116599937,random orientated upstream,0
chr2_147833801_147833816,random orientated upstream,0
chr2_173972782_173972797,random orientated upstream,0
chr2_188520057_188520072,random orientated upstream,0
chr2_28655215_28655230,random orientated upstream,0
chr3_53109964_53109979,random orientated upstream,0
chr6_113396853_113396868,random orientated upstream,0
chr6_154448139_154448154,random orientated upstream,0
chr7_13532539_13532554,random orientated upstream,0
chr7_29854744_29854759,random orientated upstream,0
chr9_36163366_36163381,random orientated upstream,0
chr1_245698919_245698934,random orientated upstream,0
chr1_25922853_25922868,random orientated upstream,0
chr1_36365519_36365534,random orientated upstream,0
chr1_59232422_59232437,random orientated upstream,0
chr10_133159193_133159208,random orientated upstream,0
chr12_8919848_8919863,random orientated upstream,0
chr13_24835349_24835364,random orientated upstream,0
chr14_24313428_24313443,random orientated upstream,0
chr16_68685874_68685889,random orientated upstream,0
chr17_83226615_83226630,random orientated upstream,0
chr19_40921563_40921578,random orientated upstream,0
chr19_46303513_46303528,random orientated upstream,0
chr20_10240174_10240189,random orientated upstream,0
chr5_613311_613326,random orientated upstream,0
chr8_21744399_21744414,random orientated upstream,0
chr9_123609786_123609801,random orientated upstream,0
chr9_72235497_72235512,random orientated upstream,0
chr19_43668327_43668342,random orientated downstream,0
chr16_2883157_2883172,random orientated downstream,0
chr19_45769541_45769556,random orientated downstream,0
chr19_45179632_45179647,random orientated downstream,0
chr17_7887804_7887819,random orientated downstream,0
chr17_14458948_14458963,random orientated downstream,0
chr14_97077581_97077596,random orientated downstream,0
chr13_19864173_19864188,random orientated downstream,0
chr16_1926502_1926517,random orientated downstream,0
chr2_101308901_101308916,random orientated downstream,0
chr13_20722299_20722314,random orientated downstream,0
chr19_10701309_10701324,random orientated downstream,0
chr6_2450765_2450780,random orientated downstream,0
chr4_10019107_10019122,random orientated downstream,0
chr7_47041146_47041161,random orientated downstream,0
chr1_940422_940437,random orientated downstream,0
chr2_112834573_112834588,random orientated downstream,0
chr1_999283_999298,random orientated downstream,0
chr19_7920564_7920579,random orientated downstream,0
chrX_40003586_40003601,random orientated downstream,0
chr1_143626072_143626087,random orientated downstream,0
chr10_91378258_91378273,random orientated downstream,0
chr4_133969671_133969686,random orientated downstream,0
chr6_142846113_142846128,random orientated downstream,0
chr14_75455272_75455287,random orientated downstream,0
chr1_155023018_155023033,random orientated downstream,0
chrX_17547794_17547809,random orientated downstream,0
chr17_7282387_7282402,random orientated downstream,0
chr19_3056189_3056204,random orientated downstream,0
chr2_240387842_240387857,random orientated downstream,0
chr5_149485941_149485956,random orientated downstream,0
chr7_98058412_98058427,random orientated downstream,0
chr15_22887616_22887631,random orientated downstream,0
chr1_22023101_22023116,random orientated downstream,0
chr1_85527290_85527305,random orientated downstream,0
chr14_69725682_69725697,random orientated downstream,0
chr16_79519642_79519657,random orientated downstream,0
chr9_72042004_72042019,random orientated downstream,0
chr17_57858006_57858021,random orientated downstream,0
chr9_136094751_136094766,random orientated downstream,0
chrX_17688483_17688498,random orientated downstream,0
chr12_95054276_95054291,random orientated downstream,0
chr16_3115628_3115643,random orientated downstream,0
chr3_42804712_42804727,random orientated downstream,0
chr6_52153003_52153018,random orientated downstream,0
chr11_76161884_76161899,random orientated downstream,0
chr19_3607884_3607899,random orientated downstream,0
chr2_25719647_25719662,random orientated downstream,0
chr4_1289552_1289567,random orientated downstream,0
chr4_138339053_138339068,random orientated downstream,0
chr4_3780621_3780636,random orientated downstream,0
chr10_33273505_33273520,random orientated downstream,0
chr10_97687598_97687613,random orientated downstream,0
chr12_62714924_62714939,random orientated downstream,0
chr14_58166595_58166610,random orientated downstream,0
chr20_709594_709609,random orientated downstream,0
chr4_133565598_133565613,random orientated downstream,0
chr5_109281314_109281329,random orientated downstream,0
chr5_120458412_120458427,random orientated downstream,0
chr6_112360718_112360733,random orientated downstream,0
chr6_142187470_142187485,random orientated downstream,0
chr1_91929483_91929498,random orientated downstream,0
chr11_15911841_15911856,random orientated downstream,0
chr12_7695668_7695683,random orientated downstream,0
chr15_72136325_72136340,random orientated downstream,0
chr17_6753293_6753308,random orientated downstream,0
chr22_24455821_24455836,random orientated downstream,0
chr3_24812344_24812359,random orientated downstream,0
chr5_32074611_32074626,random orientated downstream,0
chrX_38582009_38582024,random orientated downstream,0
chr1_219758161_219758176,random orientated downstream,0
chr1_65309428_65309443,random orientated downstream,0
chr11_67401675_67401690,random orientated downstream,0
chr15_27550870_27550885,random orientated downstream,0
chr2_25968767_25968782,random orientated downstream,0
chr7_539952_539967,random orientated downstream,0
chrX_115324486_115324501,random orientated downstream,0
chr10_118662387_118662402,random orientated downstream,0
chr10_95998434_95998449,random orientated downstream,0
chr11_34555459_34555474,random orientated downstream,0
chr14_69572317_69572332,random orientated downstream,0
chr14_88986217_88986232,random orientated downstream,0
chr15_94881030_94881045,random orientated downstream,0
chr16_57266321_57266336,random orientated downstream,0
chr17_17172744_17172759,random orientated downstream,0
chr6_143002882_143002897,random orientated downstream,0
chr11_46403330_46403345,random orientated downstream,0
chr11_93842644_93842659,random orientated downstream,0
chr15_55796720_55796735,random orientated downstream,0
chr19_43087895_43087910,random orientated downstream,0
chr4_112325676_112325691,random orientated downstream,0
chr4_177440043_177440058,random orientated downstream,0
chr7_142745434_142745449,random orientated downstream,0
chr7_51198818_51198833,random orientated downstream,0
chr9_38473607_38473622,random orientated downstream,0
chr1_147613676_147613691,random orientated downstream,0
chr1_169168208_169168223,random orientated downstream,0
chr1_70034646_70034661,random orientated downstream,0
chr10_110525034_110525049,random orientated downstream,0
chr10_117153163_117153178,random orientated downstream,0
chr11_124677957_124677972,random orientated downstream,0
chr11_69263834_69263849,random orientated downstream,0
chr12_104044331_104044346,random orientated downstream,0
chr12_26101469_26101484,random orientated downstream,0
chr16_81523530_81523545,random orientated downstream,0
chr16_85206398_85206413,random orientated downstream,0
chr19_7179735_7179750,random orientated downstream,0
chr2_107018588_107018603,random orientated downstream,0
chr2_218379282_218379297,random orientated downstream,0
chr3_83928618_83928633,random orientated downstream,0
chr4_37549257_37549272,random orientated downstream,0
chr5_96537147_96537162,random orientated downstream,0
chr6_113396853_113396868,random orientated downstream,0
chr6_33169981_33169996,random orientated downstream,0
chr7_76576426_76576441,random orientated downstream,0
chr7_92525611_92525626,random orientated downstream,0
chr8_112712001_112712016,random orientated downstream,0
chr8_73135345_73135360,random orientated downstream,0
chr9_105064686_105064701,random orientated downstream,0
chr9_35311934_35311949,random orientated downstream,0
chr9_36163366_36163381,random orientated downstream,0
chr1_227971797_227971812,random orientated downstream,0
chr10_10589805_10589820,random orientated downstream,0
chr10_133230543_133230558,random orientated downstream,0
chr10_22780271_22780286,random orientated downstream,0
chr11_2807458_2807473,random orientated downstream,0
chr15_96234156_96234171,random orientated downstream,0
chr17_28796255_28796270,random orientated downstream,0
chr18_23744208_23744223,random orientated downstream,0
chr19_46299168_46299183,random orientated downstream,0
chr19_46303513_46303528,random orientated downstream,0
chr20_835833_835848,random orientated downstream,0
chr3_40019614_40019629,random orientated downstream,0
chr5_138306019_138306034,random orientated downstream,0
chr5_171295401_171295416,random orientated downstream,0
chr7_6273520_6273535,random orientated downstream,0
chr8_132339192_132339207,random orientated downstream,0
chr9_109036861_109036876,random orientated downstream,0
chr9_71036656_71036671,random orientated downstream,0
chr11_65558417_65558432,random orientated upstream,0.301029996
chr19_49929923_49929938,random orientated upstream,0.301029996
chr11_2444632_2444647,random orientated upstream,0.301029996
chr19_16825470_16825485,random orientated upstream,0.301029996
chr17_74760948_74760963,random orientated upstream,0.301029996
chr11_69700726_69700741,random orientated upstream,0.301029996
chr18_46375125_46375140,random orientated upstream,0.301029996
chr2_151923457_151923472,random orientated upstream,0.301029996
chr6_4733045_4733060,random orientated upstream,0.301029996
chr3_71186183_71186198,random orientated upstream,0.301029996
chr6_99568875_99568890,random orientated upstream,0.301029996
chr17_6914795_6914810,random orientated upstream,0.301029996
chr7_1458913_1458928,random orientated upstream,0.301029996
chr12_108849813_108849828,random orientated upstream,0.301029996
chr19_41595439_41595454,random orientated upstream,0.301029996
chr1_155273666_155273681,random orientated upstream,0.301029996
chr9_83979491_83979506,random orientated upstream,0.301029996
chr21_42640690_42640705,random orientated upstream,0.301029996
chr11_110093047_110093062,random orientated upstream,0.301029996
chr5_103259505_103259520,random orientated upstream,0.301029996
chr5_175867998_175868013,random orientated upstream,0.301029996
chr10_80388457_80388472,random orientated upstream,0.301029996
chr17_39196742_39196757,random orientated upstream,0.301029996
chr21_21029425_21029440,random orientated upstream,0.301029996
chr9_129488569_129488584,random orientated upstream,0.301029996
chr3_118943779_118943794,random orientated upstream,0.301029996
chr12_4215552_4215567,random orientated upstream,0.301029996
chr17_3871105_3871120,random orientated upstream,0.301029996
chr17_73798496_73798511,random orientated upstream,0.301029996
chr19_48135627_48135642,random orientated upstream,0.301029996
chr6_154462627_154462642,random orientated upstream,0.301029996
chr9_137436204_137436219,random orientated upstream,0.301029996
chr3_126065054_126065069,random orientated upstream,0.301029996
chr6_149235276_149235291,random orientated upstream,0.301029996
chr12_6241693_6241708,random orientated upstream,0.301029996
chr17_81651784_81651799,random orientated upstream,0.301029996
chr6_692980_692995,random orientated upstream,0.301029996
chr2_157326954_157326969,random orientated upstream,0.301029996
chr10_63822691_63822706,random orientated upstream,0.301029996
chr12_65419492_65419507,random orientated upstream,0.301029996
chr17_75844847_75844862,random orientated upstream,0.301029996
chr6_41953326_41953341,random orientated upstream,0.301029996
chr11_57144811_57144826,random orientated upstream,0.301029996
chr2_237041375_237041390,random orientated upstream,0.301029996
chr3_123602546_123602561,random orientated upstream,0.301029996
chr7_138338484_138338499,random orientated upstream,0.301029996
chr8_127980450_127980465,random orientated upstream,0.301029996
chr8_5963699_5963714,random orientated upstream,0.301029996
chr10_117684812_117684827,random orientated upstream,0.301029996
chr1_159878258_159878273,random orientated upstream,0.301029996
chr8_59698152_59698167,random orientated upstream,0.301029996
chr9_113076295_113076310,random orientated upstream,0.301029996
chr1_161001730_161001745,random orientated upstream,0.301029996
chr3_158127929_158127944,random orientated upstream,0.301029996
chr6_157674528_157674543,random orientated upstream,0.301029996
chrX_119015543_119015558,random orientated upstream,0.301029996
chr1_16013070_16013085,random orientated upstream,0.301029996
chr5_171442451_171442466,random orientated upstream,0.301029996
chr11_97740051_97740066,random orientated upstream,0.301029996
chr19_15551916_15551931,random orientated upstream,0.301029996
chr2_101151486_101151501,random orientated upstream,0.301029996
chr6_13935994_13936009,random orientated upstream,0.301029996
chr17_77840804_77840819,random orientated upstream,0.301029996
chr19_1252961_1252976,random orientated upstream,0.301029996
chr19_8215066_8215081,random orientated upstream,0.301029996
chr5_149485941_149485956,random orientated upstream,0.301029996
chr11_9145048_9145063,random orientated upstream,0.301029996
chr3_108153655_108153670,random orientated upstream,0.301029996
chr3_158267252_158267267,random orientated upstream,0.301029996
chr4_109068103_109068118,random orientated upstream,0.301029996
chr2_121804528_121804543,random orientated upstream,0.301029996
chr6_152068837_152068852,random orientated upstream,0.301029996
chr7_44884736_44884751,random orientated upstream,0.301029996
chr8_6018045_6018060,random orientated upstream,0.301029996
chr1_153780245_153780260,random orientated upstream,0.301029996
chr10_79097319_79097334,random orientated upstream,0.301029996
chr11_75032567_75032582,random orientated upstream,0.301029996
chr14_60311620_60311635,random orientated upstream,0.301029996
chr22_32881088_32881103,random orientated upstream,0.301029996
chr3_57029975_57029990,random orientated upstream,0.301029996
chr4_185238938_185238953,random orientated upstream,0.301029996
chr4_74106070_74106085,random orientated upstream,0.301029996
chr6_38114015_38114030,random orientated upstream,0.301029996
chrY_2160383_2160398,random orientated upstream,0.301029996
chr12_57265690_57265705,random orientated upstream,0.301029996
chr16_66473483_66473498,random orientated upstream,0.301029996
chr18_22872355_22872370,random orientated upstream,0.301029996
chr4_165176053_165176068,random orientated upstream,0.301029996
chr6_126069648_126069663,random orientated upstream,0.301029996
chr6_52153003_52153018,random orientated upstream,0.301029996
chr7_36490453_36490468,random orientated upstream,0.301029996
chr1_17219160_17219175,random orientated upstream,0.301029996
chr15_76241737_76241752,random orientated upstream,0.301029996
chr17_50865678_50865693,random orientated upstream,0.301029996
chr19_6773509_6773524,random orientated upstream,0.301029996
chr21_45432081_45432096,random orientated upstream,0.301029996
chr4_99301004_99301019,random orientated upstream,0.301029996
chr6_5744756_5744771,random orientated upstream,0.301029996
chr7_106456518_106456533,random orientated upstream,0.301029996
chr1_198676454_198676469,random orientated upstream,0.301029996
chr10_93199284_93199299,random orientated upstream,0.301029996
chr11_101096476_101096491,random orientated upstream,0.301029996
chr11_105345121_105345136,random orientated upstream,0.301029996
chr11_110366415_110366430,random orientated upstream,0.301029996
chr12_14902703_14902718,random orientated upstream,0.301029996
chr12_43009509_43009524,random orientated upstream,0.301029996
chr16_50147141_50147156,random orientated upstream,0.301029996
chr19_39342179_39342194,random orientated upstream,0.301029996
chr2_23351628_23351643,random orientated upstream,0.301029996
chr3_72564148_72564163,random orientated upstream,0.301029996
chr3_9028242_9028257,random orientated upstream,0.301029996
chr5_120458412_120458427,random orientated upstream,0.301029996
chr6_106887773_106887788,random orientated upstream,0.301029996
chr6_30837970_30837985,random orientated upstream,0.301029996
chr7_20514579_20514594,random orientated upstream,0.301029996
chrX_115450001_115450016,random orientated upstream,0.301029996
chr1_101452999_101453014,random orientated upstream,0.301029996
chr10_7488699_7488714,random orientated upstream,0.301029996
chr12_7634725_7634740,random orientated upstream,0.301029996
chr14_69318047_69318062,random orientated upstream,0.301029996
chr16_29177798_29177813,random orientated upstream,0.301029996
chr19_10998179_10998194,random orientated upstream,0.301029996
chr19_13167727_13167742,random orientated upstream,0.301029996
chr3_11498806_11498821,random orientated upstream,0.301029996
chr3_130120049_130120064,random orientated upstream,0.301029996
chr4_79726864_79726879,random orientated upstream,0.301029996
chr5_13766441_13766456,random orientated upstream,0.301029996
chrY_11823985_11824000,random orientated upstream,0.301029996
chr10_44513887_44513902,random orientated upstream,0.301029996
chr15_78810432_78810447,random orientated upstream,0.301029996
chr17_38745661_38745676,random orientated upstream,0.301029996
chr19_13181962_13181977,random orientated upstream,0.301029996
chr2_130202641_130202656,random orientated upstream,0.301029996
chr2_190082337_190082352,random orientated upstream,0.301029996
chr2_205133716_205133731,random orientated upstream,0.301029996
chr5_179422658_179422673,random orientated upstream,0.301029996
chr7_132161374_132161389,random orientated upstream,0.301029996
chr12_111994336_111994351,random orientated upstream,0.301029996
chr12_26721977_26721992,random orientated upstream,0.301029996
chr16_28539066_28539081,random orientated upstream,0.301029996
chr2_148909317_148909332,random orientated upstream,0.301029996
chr20_59005321_59005336,random orientated upstream,0.301029996
chr3_10996538_10996553,random orientated upstream,0.301029996
chr3_134606859_134606874,random orientated upstream,0.301029996
chr3_136120937_136120952,random orientated upstream,0.301029996
chr3_25625712_25625727,random orientated upstream,0.301029996
chr7_30253445_30253460,random orientated upstream,0.301029996
chr8_60156695_60156710,random orientated upstream,0.301029996
chr9_113087183_113087198,random orientated upstream,0.301029996
chr10_117335122_117335137,random orientated upstream,0.301029996
chr11_115238924_115238939,random orientated upstream,0.301029996
chr11_14771315_14771330,random orientated upstream,0.301029996
chr11_43969796_43969811,random orientated upstream,0.301029996
chr14_39447628_39447643,random orientated upstream,0.301029996
chr15_38536340_38536355,random orientated upstream,0.301029996
chr15_89822932_89822947,random orientated upstream,0.301029996
chr18_30334815_30334830,random orientated upstream,0.301029996
chr19_40366298_40366313,random orientated upstream,0.301029996
chr19_43087895_43087910,random orientated upstream,0.301029996
chr2_112891437_112891452,random orientated upstream,0.301029996
chr2_176291864_176291879,random orientated upstream,0.301029996
chr2_240920883_240920898,random orientated upstream,0.301029996
chr20_23370252_23370267,random orientated upstream,0.301029996
chr20_46845124_46845139,random orientated upstream,0.301029996
chr21_43001064_43001079,random orientated upstream,0.301029996
chr22_16398256_16398271,random orientated upstream,0.301029996
chr4_152682769_152682784,random orientated upstream,0.301029996
chr4_19739522_19739537,random orientated upstream,0.301029996
chr4_5845422_5845437,random orientated upstream,0.301029996
chr6_112099296_112099311,random orientated upstream,0.301029996
chr8_128917385_128917400,random orientated upstream,0.301029996
chr8_140792260_140792275,random orientated upstream,0.301029996
chr8_80615237_80615252,random orientated upstream,0.301029996
chr1_160857120_160857135,random orientated upstream,0.301029996
chr1_166033225_166033240,random orientated upstream,0.301029996
chr1_19534496_19534511,random orientated upstream,0.301029996
chr1_226656991_226657006,random orientated upstream,0.301029996
chr10_103284321_103284336,random orientated upstream,0.301029996
chr12_103814619_103814634,random orientated upstream,0.301029996
chr12_116159333_116159348,random orientated upstream,0.301029996
chr15_65211523_65211538,random orientated upstream,0.301029996
chr15_77506602_77506617,random orientated upstream,0.301029996
chr16_18631823_18631838,random orientated upstream,0.301029996
chr16_58110756_58110771,random orientated upstream,0.301029996
chr17_57507983_57507998,random orientated upstream,0.301029996
chr2_152791087_152791102,random orientated upstream,0.301029996
chr2_54652737_54652752,random orientated upstream,0.301029996
chr20_39328549_39328564,random orientated upstream,0.301029996
chr20_41387603_41387618,random orientated upstream,0.301029996
chr3_13461691_13461706,random orientated upstream,0.301029996
chr3_184241896_184241911,random orientated upstream,0.301029996
chr4_137475121_137475136,random orientated upstream,0.301029996
chr4_162865333_162865348,random orientated upstream,0.301029996
chr4_46386762_46386777,random orientated upstream,0.301029996
chr5_120456193_120456208,random orientated upstream,0.301029996
chr5_34407796_34407811,random orientated upstream,0.301029996
chr5_61886410_61886425,random orientated upstream,0.301029996
chr6_116635044_116635059,random orientated upstream,0.301029996
chr6_40021337_40021352,random orientated upstream,0.301029996
chr7_43443551_43443566,random orientated upstream,0.301029996
chr8_28386662_28386677,random orientated upstream,0.301029996
chr9_99592329_99592344,random orientated upstream,0.301029996
chr1_115962090_115962105,random orientated upstream,0.301029996
chr1_229118145_229118160,random orientated upstream,0.301029996
chr10_10589805_10589820,random orientated upstream,0.301029996
chr10_87922237_87922252,random orientated upstream,0.301029996
chr11_113504763_113504778,random orientated upstream,0.301029996
chr11_126154243_126154258,random orientated upstream,0.301029996
chr13_25585161_25585176,random orientated upstream,0.301029996
chr14_64218117_64218132,random orientated upstream,0.301029996
chr14_71486526_71486541,random orientated upstream,0.301029996
chr15_27250370_27250385,random orientated upstream,0.301029996
chr16_57541512_57541527,random orientated upstream,0.301029996
chr17_27233222_27233237,random orientated upstream,0.301029996
chr17_30367912_30367927,random orientated upstream,0.301029996
chr2_156751683_156751698,random orientated upstream,0.301029996
chr2_83014549_83014564,random orientated upstream,0.301029996
chr20_48621064_48621079,random orientated upstream,0.301029996
chr3_11954729_11954744,random orientated upstream,0.301029996
chr3_129554467_129554482,random orientated upstream,0.301029996
chr3_40019614_40019629,random orientated upstream,0.301029996
chr3_64730817_64730832,random orientated upstream,0.301029996
chr5_171295401_171295416,random orientated upstream,0.301029996
chr5_99071027_99071042,random orientated upstream,0.301029996
chr6_24598091_24598106,random orientated upstream,0.301029996
chr6_35435224_35435239,random orientated upstream,0.301029996
chr7_137760378_137760393,random orientated upstream,0.301029996
chr7_4704792_4704807,random orientated upstream,0.301029996
chr8_132339192_132339207,random orientated upstream,0.301029996
chr8_22876472_22876487,random orientated upstream,0.301029996
chr8_97569744_97569759,random orientated upstream,0.301029996
chr9_110172709_110172724,random orientated upstream,0.301029996
chr9_92605387_92605402,random orientated upstream,0.301029996
chrX_134605110_134605125,random orientated upstream,0.301029996
chr16_23942182_23942197,random orientated downstream,0.301029996
chr1_26826576_26826591,random orientated downstream,0.301029996
chr10_92757237_92757252,random orientated downstream,0.301029996
chr3_164004428_164004443,random orientated downstream,0.301029996
chr3_39153668_39153683,random orientated downstream,0.301029996
chr19_44989308_44989323,random orientated downstream,0.301029996
chr6_161439261_161439276,random orientated downstream,0.301029996
chr2_33426724_33426739,random orientated downstream,0.301029996
chr1_2391654_2391669,random orientated downstream,0.301029996
chr19_11505504_11505519,random orientated downstream,0.301029996
chr2_27211944_27211959,random orientated downstream,0.301029996
chr18_11388094_11388109,random orientated downstream,0.301029996
chr21_35120980_35120995,random orientated downstream,0.301029996
chr19_40589388_40589403,random orientated downstream,0.301029996
chr20_35232799_35232814,random orientated downstream,0.301029996
chr4_113582862_113582877,random orientated downstream,0.301029996
chr6_119380002_119380017,random orientated downstream,0.301029996
chr7_86925397_86925412,random orientated downstream,0.301029996
chr20_52481702_52481717,random orientated downstream,0.301029996
chr3_13041326_13041341,random orientated downstream,0.301029996
chr3_131217688_131217703,random orientated downstream,0.301029996
chr12_110267331_110267346,random orientated downstream,0.301029996
chr17_81651784_81651799,random orientated downstream,0.301029996
chr7_128531523_128531538,random orientated downstream,0.301029996
chr14_93138074_93138089,random orientated downstream,0.301029996
chr9_38182557_38182572,random orientated downstream,0.301029996
chr1_148172186_148172201,random orientated downstream,0.301029996
chr15_87877596_87877611,random orientated downstream,0.301029996
chr2_11764591_11764606,random orientated downstream,0.301029996
chr20_63012103_63012118,random orientated downstream,0.301029996
chr1_2586984_2586999,random orientated downstream,0.301029996
chr12_107038847_107038862,random orientated downstream,0.301029996
chr12_18458835_18458850,random orientated downstream,0.301029996
chr17_4852640_4852655,random orientated downstream,0.301029996
chr19_13850622_13850637,random orientated downstream,0.301029996
chr3_123602546_123602561,random orientated downstream,0.301029996
chr9_76646533_76646548,random orientated downstream,0.301029996
chr14_61463018_61463033,random orientated downstream,0.301029996
chr16_57235349_57235364,random orientated downstream,0.301029996
chr14_37254098_37254113,random orientated downstream,0.301029996
chr2_103606023_103606038,random orientated downstream,0.301029996
chr5_81825544_81825559,random orientated downstream,0.301029996
chr9_94694333_94694348,random orientated downstream,0.301029996
chr1_154463788_154463803,random orientated downstream,0.301029996
chr1_246161816_246161831,random orientated downstream,0.301029996
chr16_4650604_4650619,random orientated downstream,0.301029996
chr20_56555135_56555150,random orientated downstream,0.301029996
chrX_119015543_119015558,random orientated downstream,0.301029996
chr10_48776585_48776600,random orientated downstream,0.301029996
chr2_225270977_225270992,random orientated downstream,0.301029996
chr22_49490437_49490452,random orientated downstream,0.301029996
chr3_61895232_61895247,random orientated downstream,0.301029996
chr1_151221780_151221795,random orientated downstream,0.301029996
chr1_169060167_169060182,random orientated downstream,0.301029996
chr1_25518227_25518242,random orientated downstream,0.301029996
chr13_27341849_27341864,random orientated downstream,0.301029996
chr14_74323923_74323938,random orientated downstream,0.301029996
chr6_1766847_1766862,random orientated downstream,0.301029996
chr6_87200935_87200950,random orientated downstream,0.301029996
chr8_39134439_39134454,random orientated downstream,0.301029996
chr10_123135192_123135207,random orientated downstream,0.301029996
chr10_99976710_99976725,random orientated downstream,0.301029996
chr11_3466477_3466492,random orientated downstream,0.301029996
chr5_78352077_78352092,random orientated downstream,0.301029996
chr7_26145406_26145421,random orientated downstream,0.301029996
chr13_75437705_75437720,random orientated downstream,0.301029996
chr9_78281417_78281432,random orientated downstream,0.301029996
chr16_2532624_2532639,random orientated downstream,0.301029996
chr7_100540171_100540186,random orientated downstream,0.301029996
chr1_204131122_204131137,random orientated downstream,0.301029996
chr1_20840935_20840950,random orientated downstream,0.301029996
chr1_230626361_230626376,random orientated downstream,0.301029996
