	K562_NFIA_BX_rep1_hg38_NFIA-u95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_sense.cdt	K562_NFIA_BX_rep1_hg38_NFIA-u95_REORIENT-Random_SORT-Occupancy_150bp_5read1-MIN100_NCIS_anti.cdt
chr1_26784222_26784237	17.94011109572721	20.930129611681743
chr11_62545806_62545821	16.445101837749945	31.395194417522617
chr17_81395306_81395321	5.98003703190907	35.880222191454415
chr8_101051795_101051810	82.2255091887497	55.31534254515889
chr2_9337178_9337193	17.94011109572721	49.33530551324981
chr2_65022001_65022016	20.930129611681743	35.88022219145441
chr5_37413220_37413235	16.445101837749945	20.930129611681743
chr3_13485308_13485323	7.475046289886338	67.27541660897701
chr8_30141802_30141817	13.455083321795408	14.950092579772676
chr6_167811845_167811860	5.98003703190907	43.35526848134075
chr1_168161674_168161689	25.41515738561354	41.86025922336348
chr10_70348668_70348683	17.94011109572721	29.900185159545345
chr16_29943653_29943668	29.900185159545337	31.39519441752261
chr12_76871236_76871251	8.970055547863605	35.8802221914544
chr22_35478092_35478107	5.98003703190907	55.3153425451589
chr2_69818447_69818462	19.43512035370448	46.34528699729528
chr17_33874710_33874725	16.445101837749945	14.950092579772676
chr1_191823841_191823856	23.920148127636274	44.85027773931802
chr16_85535739_85535754	95.6805925105452	73.25545364088612
chr3_196127798_196127813	10.465064805840873	14.950092579772676
chr20_47360712_47360727	11.96007406381814	40.36524996538622
chr6_109349677_109349692	11.96007406381814	32.89020367549988
chr17_75096310_75096325	7.475046289886338	5.98003703190907
chr10_11686023_11686038	7.475046289886338	46.34528699729528
chr9_38227170_38227185	13.455083321795408	68.7704258669543
chr7_135491048_135491063	22.42513886965901	71.76044438290883
chr3_45665352_45665367	32.89020367549989	55.31534254515886
chr16_88238929_88238944	1.4950092579772676	25.41515738561354
chr11_13105480_13105495	14.950092579772676	161.46099986154496
chr9_94157175_94157190	14.950092579772676	17.94011109572721
chr5_146111655_146111670	16.445101837749945	31.395194417522607
chr2_240604540_240604555	1.4950092579772676	28.40517590156807
chr6_149847701_149847716	20.93012961168175	26.910166643590806
chr14_90573903_90573918	16.445101837749945	28.40517590156807
chr2_168851958_168851973	14.950092579772676	23.920148127636274
chr11_123235260_123235275	59.800370319090696	47.84029625527255
chr15_75047246_75047261	2.990018515954535	29.900185159545345
chr1_168466306_168466321	11.96007406381814	16.445101837749945
chr12_56300021_56300036	14.950092579772676	29.900185159545345
chr12_108641234_108641249	22.42513886965901	86.71053696268153
chr6_41938445_41938460	10.465064805840873	61.29537957706796
chr8_144074474_144074489	8.970055547863605	49.335305513249814
chr1_186082437_186082452	4.485027773931803	61.29537957706793
chr2_112869731_112869746	5.98003703190907	29.900185159545345
chr10_21724942_21724957	14.950092579772676	58.30536106111341
chr14_77040352_77040367	5.98003703190907	5.98003703190907
chr6_161169976_161169991	14.950092579772676	28.405175901568086
chr22_19719162_19719177	26.910166643590813	28.40517590156808
chr4_154492128_154492143	38.87024070740895	52.325324029204346
chr1_179293611_179293626	85.21552770470426	76.24547215684065
chr22_19408433_19408448	13.455083321795408	37.37523144943169
chr10_48384772_48384787	25.415157385613547	71.76044438290882
chr5_76364178_76364193	22.42513886965901	65.78040735099975
chr1_61253594_61253609	8.970055547863605	23.92014812763628
chr22_21549831_21549846	17.94011109572721	52.32532402920433
chr5_138754376_138754391	64.28539809302251	38.87024070740894
chr16_10972309_10972324	65.78040735099977	83.720518446727
chr8_17246314_17246329	11.96007406381814	58.305361061113416
chr1_211630924_211630939	37.37523144943168	44.85027773931801
chr19_8209011_8209026	23.92014812763628	10.465064805840873
chr12_68807952_68807967	29.90018515954535	31.39519441752261
chr3_48038810_48038825	4.485027773931803	31.39519441752261
chr9_128007699_128007714	23.92014812763628	41.86025922336347
chr7_128523444_128523459	7.475046289886338	22.42513886965901
chr7_5773858_5773873	10.465064805840873	32.89020367549987
chr1_12469657_12469672	64.2853980930225	46.34528699729527
chr10_31952126_31952141	43.355268481340744	68.7704258669543
chr2_58240751_58240766	31.39519441752261	52.32532402920436
chr5_181133817_181133832	28.40517590156808	31.395194417522617
chr6_42199669_42199684	17.94011109572721	17.94011109572721
chr17_82457303_82457318	34.38521293347714	26.910166643590816
chr3_193886120_193886135	28.40517590156808	76.24547215684063
chr16_66905967_66905982	11.96007406381814	13.455083321795408
chr5_135387152_135387167	19.435120353704477	19.435120353704477
chr1_113949300_113949315	22.42513886965901	58.305361061113416
chr3_17730520_17730535	31.395194417522617	37.37523144943168
chr14_58331273_58331288	2.990018515954535	13.455083321795408
chr3_37028634_37028649	16.445101837749945	23.92014812763628
chr6_149565699_149565714	44.850277739318	104.65064805840878
chr14_31026956_31026971	23.920148127636274	70.26543512493157
chr19_48332749_48332764	8.970055547863605	64.28539809302251
chr9_132984900_132984915	23.92014812763628	19.435120353704477
chr1_160523040_160523055	31.395194417522617	46.34528699729529
chr13_113220408_113220423	14.950092579772676	40.36524996538621
chr2_166374122_166374137	28.40517590156807	31.395194417522617
chr22_21384988_21385003	47.84029625527255	73.25545364088612
chr15_74546179_74546194	44.85027773931801	49.335305513249814
chr7_76397578_76397593	0.0	20.930129611681743
chr4_18106768_18106783	4.485027773931803	26.910166643590813
chr6_146700230_146700245	25.415157385613547	71.76044438290883
chr7_120996504_120996519	13.455083321795408	35.88022219145441
chr6_158049217_158049232	1.4950092579772676	22.42513886965901
chr8_60807913_60807928	10.465064805840873	23.920148127636274
chr10_43418072_43418087	34.38521293347714	19.435120353704477
chr1_16248991_16249006	14.950092579772676	43.355268481340744
chr1_60925186_60925201	5.98003703190907	16.445101837749945
chr12_56150753_56150768	92.69057399459062	95.68059251054514
chr15_78149186_78149201	0.0	22.42513886965901
chr1_51736908_51736923	26.910166643590806	104.65064805840873
chr5_177404325_177404340	116.61072212222689	88.20554622065876
chr19_57599822_57599837	25.415157385613547	43.35526848134074
chr16_81527228_81527243	19.435120353704477	29.900185159545337
chr5_146213645_146213660	34.38521293347714	31.39519441752261
chr3_40720129_40720144	67.27541660897704	46.34528699729528
chr1_167678587_167678602	26.91016664359081	7.475046289886338
chr22_43263943_43263958	4.485027773931803	49.335305513249814
chr5_109468912_109468927	35.880222191454415	79.23549067279518
chr6_129667784_129667799	19.435120353704477	13.455083321795408
chr1_75991749_75991764	5.98003703190907	25.415157385613547
chr17_49739908_49739923	16.445101837749945	29.900185159545337
chr17_59621159_59621174	34.38521293347714	41.86025922336348
chr15_58165855_58165870	20.930129611681743	16.445101837749945
chr22_29907895_29907910	4.485027773931803	14.950092579772676
chr8_27489058_27489073	13.455083321795408	91.1955647366133
chr22_19856118_19856133	103.15563880043148	188.37116650513582
chr1_112674600_112674615	59.800370319090675	28.40517590156808
chr1_52751782_52751797	22.42513886965901	13.455083321795408
chr12_104387393_104387408	41.86025922336348	41.860259223363485
chr7_22727364_22727379	31.395194417522617	46.34528699729528
chr12_53366138_53366153	16.445101837749945	137.54085173390865
chr6_89081711_89081726	7.475046289886338	26.910166643590813
chr1_155094011_155094026	20.930129611681743	44.85027773931801
chr1_234544341_234544356	13.455083321795408	41.86025922336348
chr8_22211030_22211045	59.80037031909069	121.09574989615868
chr18_9575714_9575729	34.38521293347715	53.82033328718162
chr20_45373985_45374000	44.85027773931801	119.6007406381814
chr11_66982229_66982244	13.455083321795408	17.94011109572721
chr15_42576000_42576015	70.2654351249316	56.81035180313615
chr3_4980420_4980435	1.4950092579772676	34.385212933477156
chr1_16601647_16601662	17.94011109572721	47.840296255272555
chr1_39845779_39845794	14.950092579772676	20.930129611681743
chr5_176341509_176341524	2.990018515954535	41.860259223363485
chr6_34190292_34190307	2.990018515954535	26.910166643590813
chr7_107168407_107168422	29.900185159545345	119.60074063818145
chr1_3775587_3775602	17.94011109572721	41.860259223363485
chr3_14439652_14439667	4.485027773931803	11.96007406381814
chr4_48698474_48698489	7.475046289886338	37.37523144943167
chr1_112715405_112715420	5.98003703190907	7.475046289886338
chr17_80219588_80219603	28.40517590156808	20.930129611681743
chr4_141913070_141913085	7.475046289886338	16.445101837749945
chr1_11650355_11650370	47.84029625527254	43.35526848134075
chr1_15886407_15886422	58.30536106111341	70.26543512493156
chr17_58391662_58391677	16.445101837749945	25.415157385613547
chr21_34544105_34544120	43.355268481340744	116.61072212222696
chr12_46450625_46450640	7.475046289886338	20.930129611681743
chr18_70464890_70464905	20.930129611681743	61.29537957706796
chr11_65860491_65860506	4.485027773931803	13.455083321795408
chr16_29265452_29265467	4.485027773931803	17.94011109572721
chr2_168798656_168798671	16.445101837749945	79.23549067279518
chr5_150763602_150763617	8.970055547863605	14.950092579772676
chr5_32217995_32218010	14.950092579772676	22.42513886965901
chr1_201016483_201016498	10.465064805840873	37.37523144943167
chr2_167946095_167946110	14.950092579772676	62.79038883504522
chr11_69297563_69297578	10.465064805840873	25.415157385613547
chr12_47393258_47393273	14.950092579772676	20.930129611681743
chr2_43171998_43172013	20.930129611681743	20.930129611681743
chr12_124353076_124353091	17.94011109572721	41.860259223363485
chr20_33666771_33666786	13.455083321795408	28.405175901568082
chr1_109910766_109910781	19.435120353704477	17.94011109572721
chr22_36659922_36659937	10.465064805840873	23.92014812763628
chr3_128549477_128549492	1.4950092579772676	64.28539809302251
chr1_225850161_225850176	46.34528699729529	22.425138869659015
chr2_39620230_39620245	7.475046289886338	46.34528699729527
chr7_12729299_12729314	5.98003703190907	28.40517590156808
chr1_23369906_23369921	7.475046289886338	28.405175901568086
chr1_32345600_32345615	16.445101837749945	34.38521293347714
chr12_110270697_110270712	17.94011109572721	50.83031477122707
chr19_39897993_39898008	5.98003703190907	53.82033328718161
chr22_19855852_19855867	77.74048141481792	68.7704258669543
chr5_61408733_61408748	1.4950092579772676	14.950092579772676
chr1_171755173_171755188	31.39519441752261	17.94011109572721
chr2_98465911_98465926	2.990018515954535	11.96007406381814
chr3_195002181_195002196	20.930129611681743	28.40517590156807
chr7_149496371_149496386	10.465064805840873	10.465064805840873
chr2_190469389_190469404	11.96007406381814	64.2853980930225
chr3_196337735_196337750	159.96599060356775	104.65064805840879
chr8_60751815_60751830	17.94011109572721	98.67061102649969
chr10_17230326_17230341	44.85027773931801	185.38114798918124
chr20_35776964_35776979	26.910166643590806	40.36524996538621
chr22_41367271_41367286	10.465064805840873	31.39519441752261
chr1_154937520_154937535	76.24547215684065	37.37523144943167
chr10_79084353_79084368	29.900185159545345	68.77042586695431
chr12_54417461_54417476	29.900185159545345	4.485027773931803
chr2_127398452_127398467	11.96007406381814	10.465064805840873
chr1_21455036_21455051	10.465064805840873	43.35526848134076
chr12_64673023_64673038	22.425138869659015	26.910166643590806
chr14_91402915_91402930	13.455083321795408	13.455083321795408
chr5_134140750_134140765	22.425138869659015	4.485027773931803
chr1_159882033_159882048	13.455083321795408	22.425138869659015
chr1_26862918_26862933	22.42513886965901	25.41515738561354
chr6_166330796_166330811	4.485027773931803	17.94011109572721
chr9_113300180_113300195	1.4950092579772676	25.41515738561354
chr1_38789903_38789918	34.38521293347714	41.86025922336348
chr10_24383752_24383767	23.920148127636274	53.820333287181626
chr10_59240741_59240756	20.930129611681743	68.77042586695428
chr14_103122239_103122254	7.475046289886338	43.355268481340744
chr14_23589210_23589225	5.98003703190907	11.96007406381814
chr5_79795954_79795969	11.96007406381814	28.405175901568086
chrX_155147817_155147832	29.900185159545337	44.85027773931802
chr6_126112505_126112520	25.415157385613554	38.87024070740894
chr17_42519217_42519232	10.465064805840873	23.920148127636274
chr19_16111800_16111815	2.990018515954535	2.990018515954535
chr19_43668327_43668342	2.990018515954535	74.75046289886336
chr1_201582840_201582855	32.890203675499876	26.910166643590813
chr1_51622718_51622733	13.455083321795408	25.41515738561354
chr9_113343948_113343963	13.455083321795408	28.40517590156807
chr10_70559523_70559538	35.88022219145441	5.98003703190907
chr5_119387127_119387142	7.475046289886338	16.445101837749945
chr7_105665041_105665056	16.445101837749945	38.870240707408946
chr11_47918353_47918368	44.85027773931802	32.89020367549988
chr15_67884668_67884683	17.94011109572721	11.96007406381814
chr2_96353143_96353158	4.485027773931803	7.475046289886338
chr13_46120239_46120254	55.31534254515889	38.87024070740894
chr20_2578722_2578737	29.900185159545345	29.900185159545345
chr3_4999894_4999909	38.87024070740895	131.5608147019996
chr5_40797656_40797671	4.485027773931803	4.485027773931803
chr11_65419219_65419234	11.96007406381814	19.435120353704477
chr10_78303525_78303540	0.0	19.435120353704477
chr3_9749811_9749826	52.32532402920436	29.90018515954535
chr5_81736260_81736275	11.96007406381814	37.37523144943167
chr7_67129331_67129346	11.96007406381814	46.34528699729529
chr11_111797195_111797210	4.485027773931803	22.42513886965901
chr11_65275231_65275246	11.96007406381814	25.415157385613547
chr7_117124828_117124843	5.98003703190907	17.94011109572721
chr12_31636872_31636887	28.40517590156807	86.71053696268153
chr17_62470895_62470910	8.970055547863605	25.41515738561354
chr19_29967714_29967729	22.425138869659015	17.94011109572721
chr11_78046315_78046330	4.485027773931803	47.840296255272555
chr13_36814678_36814693	10.465064805840873	20.930129611681743
chr21_14753966_14753981	8.970055547863605	20.930129611681746
chr13_41061251_41061266	40.36524996538621	37.37523144943168
chr16_21300623_21300638	19.435120353704477	44.85027773931802
chr17_27446957_27446972	10.465064805840873	32.890203675499876
chr6_84059354_84059369	23.920148127636274	56.81035180313616
chr7_74994214_74994229	23.920148127636274	171.92606466738584
chr8_58753703_58753718	13.455083321795408	37.37523144943167
chr22_18610289_18610304	13.455083321795408	50.83031477122707
chr6_85600931_85600946	23.920148127636274	82.22550918874973
chr2_64752148_64752163	16.445101837749945	79.23549067279518
chr2_7008183_7008198	14.950092579772676	26.910166643590813
chr22_29821571_29821586	11.96007406381814	47.840296255272555
chr8_37864572_37864587	19.435120353704477	20.930129611681746
chr10_74012009_74012024	29.900185159545337	37.37523144943167
chr2_168521473_168521488	16.445101837749945	16.445101837749945
chr2_47225715_47225730	35.88022219145441	23.920148127636274
chr3_42815398_42815413	28.40517590156808	28.40517590156808
chr11_12746793_12746808	7.475046289886338	23.920148127636274
chr5_150516061_150516076	5.98003703190907	8.970055547863605
chrX_155007095_155007110	14.950092579772676	25.41515738561354
chr10_74032406_74032421	20.930129611681743	14.950092579772676
chr12_71594410_71594425	65.78040735099975	67.27541660897701
chr15_58568252_58568267	19.435120353704477	14.950092579772676
chr7_100126121_100126136	43.35526848134074	121.09574989615871
chr11_108121458_108121473	14.950092579772676	26.91016664359082
chr16_19085853_19085868	29.900185159545345	46.345286997295275
chr15_51647403_51647418	5.98003703190907	61.29537957706793
chr18_57051720_57051735	11.96007406381814	17.94011109572721
chr9_123642740_123642755	5.98003703190907	14.950092579772676
chr1_88683090_88683105	68.77042586695428	37.37523144943168
chr14_22766610_22766625	8.970055547863605	22.42513886965901
chr8_38851183_38851198	22.425138869659015	20.930129611681743
chr15_34648052_34648067	17.94011109572721	14.950092579772676
chr15_40763384_40763399	32.890203675499876	38.870240707408946
chr16_1763119_1763134	14.950092579772676	44.85027773931802
chr19_3194486_3194501	19.435120353704477	23.92014812763628
chr22_29504170_29504185	7.475046289886338	35.88022219145441
chr7_127803758_127803773	34.385212933477156	40.36524996538622
chr11_59842521_59842536	46.34528699729528	89.70055547863608
chr17_601697_601712	5.98003703190907	10.465064805840873
chr19_2266716_2266731	8.970055547863605	14.950092579772676
chr19_51690883_51690898	8.970055547863605	5.98003703190907
chr2_219595376_219595391	11.96007406381814	22.42513886965901
chr7_2400247_2400262	19.435120353704477	20.930129611681746
chr9_112379556_112379571	17.94011109572721	65.78040735099977
chr1_156123863_156123878	10.465064805840873	25.415157385613547
chr10_101546062_101546077	14.950092579772676	32.89020367549989
chr11_49995804_49995819	32.890203675499876	28.40517590156808
chr11_66744787_66744802	17.94011109572721	14.950092579772676
chr19_35166626_35166641	10.465064805840873	17.94011109572721
chr2_28355659_28355674	17.94011109572721	31.39519441752261
chr3_33490843_33490858	10.465064805840873	23.920148127636274
chr6_44076657_44076672	37.37523144943168	2.990018515954535
chr7_149827588_149827603	10.465064805840873	16.445101837749945
chr11_123083751_123083766	20.930129611681746	19.435120353704477
chr5_81923197_81923212	8.970055547863605	2.990018515954535
chr6_17656355_17656370	28.40517590156808	22.42513886965901
chr16_3235406_3235421	124.08576841211328	95.68059251054513
chr16_68732143_68732158	28.40517590156808	23.92014812763628
chr6_124955359_124955374	11.96007406381814	28.405175901568075
chr1_201023855_201023870	1.4950092579772676	2.990018515954535
chr10_124420469_124420484	8.970055547863605	38.87024070740895
chr19_39881742_39881757	22.42513886965901	38.87024070740894
chr2_120257712_120257727	11.96007406381814	2.990018515954535
chr9_137277055_137277070	17.94011109572721	7.475046289886338
chr11_3444125_3444140	10.465064805840873	35.880222191454415
chr11_75388461_75388476	38.870240707408946	43.355268481340744
chr14_55547458_55547473	29.900185159545345	41.86025922336348
chr2_84925951_84925966	17.94011109572721	28.405175901568086
chr5_54249851_54249866	29.900185159545337	17.94011109572721
chr8_47353801_47353816	5.98003703190907	17.94011109572721
chr11_110317585_110317600	29.90018515954535	16.445101837749945
chr11_74024764_74024779	13.455083321795408	17.94011109572721
chr6_157048117_157048132	16.445101837749945	22.42513886965901
chr1_184029336_184029351	34.38521293347714	34.38521293347715
chr1_245875130_245875145	16.445101837749945	37.37523144943169
chr12_110699706_110699721	46.34528699729527	10.465064805840873
chr12_50924886_50924901	65.78040735099975	116.61072212222692
chr6_52504276_52504291	10.465064805840873	16.445101837749945
chr7_5574616_5574631	17.94011109572721	16.445101837749945
chr8_103111690_103111705	13.455083321795408	22.425138869659015
chr1_119858898_119858913	14.950092579772676	8.970055547863605
chr12_103800348_103800363	2.990018515954535	8.970055547863605
chr17_76406174_76406189	47.84029625527254	25.415157385613547
chr2_170715278_170715293	7.475046289886338	34.385212933477156
chr5_54738268_54738283	20.930129611681743	26.910166643590813
chr11_75388783_75388798	70.26543512493154	71.76044438290884
chr5_170151477_170151492	17.94011109572721	16.445101837749945
chr1_11804968_11804983	32.890203675499876	38.870240707408946
chr14_101962656_101962671	11.96007406381814	58.30536106111342
chrX_107732095_107732110	4.485027773931803	23.92014812763628
chr20_35344504_35344519	2.990018515954535	28.40517590156807
chr4_123361557_123361572	29.900185159545345	38.87024070740895
chr12_54307237_54307252	1.4950092579772676	14.950092579772676
chr5_139028051_139028066	1.4950092579772676	20.930129611681743
chr9_131197725_131197740	14.950092579772676	89.70055547863606
chr1_54463381_54463396	183.886138731204	91.19556473661332
chr10_48456613_48456628	2.990018515954535	10.465064805840873
chr15_64217213_64217228	7.475046289886338	23.92014812763628
chr7_74587523_74587538	1.4950092579772676	14.950092579772676
chr1_201916769_201916784	11.96007406381814	11.96007406381814
chr12_8243487_8243502	11.96007406381814	0.0
chr18_3013442_3013457	0.0	7.475046289886338
chr20_37379334_37379349	25.415157385613547	38.87024070740894
chr1_21915566_21915581	7.475046289886338	4.485027773931803
chr19_18496614_18496629	4.485027773931803	14.950092579772676
chr19_41501564_41501579	7.475046289886338	7.475046289886338
chr19_49877046_49877061	56.810351803136165	17.94011109572721
chr3_183275583_183275598	22.42513886965901	50.83031477122709
chrX_40176041_40176056	34.38521293347714	40.36524996538621
chr8_9082320_9082335	4.485027773931803	16.445101837749945
chr10_18607727_18607742	11.96007406381814	20.930129611681743
chr11_61920419_61920434	29.900185159545345	28.405175901568086
chr11_726454_726469	5.98003703190907	25.415157385613547
chr17_75511918_75511933	7.475046289886338	29.900185159545345
chr19_4375313_4375328	8.970055547863605	17.94011109572721
chr2_241443999_241444014	10.465064805840873	16.445101837749945
chr6_89261089_89261104	10.465064805840873	19.435120353704477
chr1_36328838_36328853	62.79038883504521	92.69057399459061
chr13_109700266_109700281	2.990018515954535	10.465064805840873
chr2_62288047_62288062	34.38521293347714	17.94011109572721
chr5_139179078_139179093	7.475046289886338	56.81035180313615
chr1_55146983_55146998	2.990018515954535	28.40517590156807
chr17_20267260_20267275	5.98003703190907	7.475046289886338
chr18_48983936_48983951	13.455083321795408	35.88022219145441
chr2_112026687_112026702	13.455083321795408	34.38521293347714
chr7_100641659_100641674	14.950092579772676	91.19556473661335
chr7_1742931_1742946	34.38521293347715	44.85027773931803
chr1_101258033_101258048	13.455083321795408	25.41515738561354
chr1_1109972_1109987	8.970055547863605	17.94011109572721
chr17_58290183_58290198	22.42513886965901	23.920148127636274
chr22_24632853_24632868	10.465064805840873	29.900185159545345
chr7_2400025_2400040	44.850277739318	43.355268481340744
chr1_52253593_52253608	5.98003703190907	16.445101837749945
chr11_18396148_18396163	0.0	4.485027773931803
chr5_140241496_140241511	1.4950092579772676	13.455083321795408
chr15_67794996_67795011	20.930129611681743	26.910166643590813
chr17_28685157_28685172	2.990018515954535	14.950092579772676
chr7_128053221_128053236	22.42513886965901	14.950092579772676
chr12_121404921_121404936	28.40517590156808	26.910166643590806
chr15_38513103_38513118	16.445101837749945	16.445101837749945
chr17_73474482_73474497	2.990018515954535	11.96007406381814
chr4_108247882_108247897	17.94011109572721	13.455083321795408
chr7_150931387_150931402	17.94011109572721	16.445101837749945
chr1_43525039_43525054	4.485027773931803	5.98003703190907
chr19_51689230_51689245	8.970055547863605	22.425138869659015
chr5_151081436_151081451	52.32532402920433	52.32532402920436
chr1_212437540_212437555	14.950092579772676	47.84029625527254
chr12_52907298_52907313	7.475046289886338	50.83031477122708
chr16_83953045_83953060	5.98003703190907	5.98003703190907
chr16_88771185_88771200	8.970055547863605	16.445101837749945
chr20_33438645_33438660	70.26543512493157	35.880222191454415
chr22_20084775_20084790	97.1756017685224	44.85027773931802
chr9_136579070_136579085	13.455083321795408	31.39519441752261
chr1_211643919_211643934	17.94011109572721	52.325324029204346
chr11_65558417_65558432	0.0	67.27541660897703
chr17_44288576_44288591	7.475046289886338	83.72051844672703
chr2_68829361_68829376	19.435120353704477	26.910166643590813
chr10_102068400_102068415	11.96007406381814	26.910166643590813
chr10_103908524_103908539	4.485027773931803	7.475046289886338
chr2_172021770_172021785	25.415157385613547	11.96007406381814
chr22_22559422_22559437	7.475046289886338	58.30536106111343
chr3_4322832_4322847	19.43512035370448	16.445101837749945
chr9_128494584_128494599	23.92014812763628	31.395194417522617
chr1_109901854_109901869	19.435120353704477	38.87024070740895
chr1_153627655_153627670	8.970055547863605	8.970055547863605
chr14_105482124_105482139	14.950092579772676	22.425138869659012
chr1_26534304_26534319	19.435120353704477	32.89020367549988
chr11_5596152_5596167	23.920148127636274	68.77042586695431
chr17_82297925_82297940	20.930129611681743	34.38521293347714
chr2_74444367_74444382	32.89020367549989	22.425138869659015
chr22_22995377_22995392	186.87615724715857	85.2155277047043
chr6_28487175_28487190	34.38521293347715	7.475046289886338
chr1_35545247_35545262	13.455083321795408	22.42513886965901
chr12_3097640_3097655	5.98003703190907	2.990018515954535
chr2_47357709_47357724	8.970055547863605	50.83031477122708
chr2_70112035_70112050	17.94011109572721	46.34528699729528
chr4_80097603_80097618	10.465064805840873	44.85027773931802
chr11_78040156_78040171	58.30536106111342	25.415157385613547
chr16_2883157_2883172	0.0	5.98003703190907
